CUI1,CUI2
"('Entire elbow region', 'C1305417')","('Type II Endometrial Adenocarcinoma', 'C1519714')"
"('Provide (product)', 'C0359589')","('Hereditary Diffuse Gastric Adenocarcinoma', 'C4721859')"
"('Beginning', 'C0439659')","('Ovarian Dermoid Cyst with Secondary Carcinoma', 'C1518705')"
"('Sometimes', 'C1998882')","('Melanomatosis', 'C1334691')"
"('mole changes', 'C0948922')","('Carcinoma of urinary bladder, superficial', 'C1336527')"
"('peripheral blood', 'C0229664')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Lifestyle changes', 'C0870811')","('Gallbladder Adenocarcinoma, Biliary Type', 'C3273113')"
"('Make - Instruction Imperative', 'C1881534')","('Stage IVA Lip and Oral Cavity Cancer AJCC v8', 'C4331337')"
"('Form of joint', 'C0427242')","('Stage IV Childhood Non-Hodgkin Lymphoma', 'C2986680')"
"('SPINK5 gene', 'C1423506')","('Pathologic Stage III Cutaneous Melanoma AJCC v8', 'C4527184')"
"('Only - dosing instruction fragment', 'C1720467')","('Transitional cell carcinoma, spindle cell', 'C0334271')"
"('Beginning', 'C0439659')","('Cerebral Primitive Neuroectodermal Tumor', 'C0751675')"
"('year', 'C0439234')","('Adult Acute Eosinophilic Leukemia', 'C0279630')"
"('week', 'C0439230')","('Cerebral Primitive Neuroectodermal Tumor', 'C0751675')"
"('Microscopes', 'C0181839')","('Cancer of Urinary Tract', 'C0751571')"
"('More', 'C0205172')","('Childhood Anaplastic Large Cell Lymphoma', 'C1332942')"
"('Feelings', 'C1527305')","('Thyroid Hurthle Cell Carcinoma', 'C0749424')"
"('Type A', 'C4264487')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('Unmarried', 'C0087136')","('Uterine Cancer', 'C0153567')"
"('Taxonomic', 'C0008903')","('Clonal Hematopoiesis of Indeterminate Potential', 'C4761612')"
"('risk factors - observation list', 'C1553898')","('Benign Ovarian Thecoma', 'C1332529')"
"('Scab', 'C0205204')","('Breast Ductal Adenoma', 'C1511307')"
"('Enhance (action)', 'C2349975')","('Acute Myeloid Leukemia with t(6;11)(q27;q23); KMT2A-MLLT4', 'C4329275')"
"('Orbital region', 'C0700042')","('Acute myeloid leukemia with t(9:11)(p22;q23); MLLT3-MLL', 'C2919692')"
"('Secondary Neoplasm', 'C2939419')","('Female Breast Carcinoma', 'C0007104')"
"('Tumor Mass', 'C3273930')","('Stage III Adult Immunoblastic Lymphoma', 'C0280164')"
"('Person Name', 'C1547383')","('Locally Advanced Squamous Cell Carcinoma', 'C4727578')"
"('Unexplained weight loss', 'C1828173')","('High Grade Glandular Intraepithelial Neoplasia', 'C1334014')"
"('Referral placed', 'C1691010')","('Stage IVA Mucosal Melanoma of the Head and Neck AJCC v7', 'C2981257')"
"('Same', 'C0445247')","('Adult Lymphocyte-Depleted Classical Hodgkin Lymphoma', 'C0279540')"
"('Primary malignant neoplasm', 'C1306459')","('Localized Askin Tumor', 'C1321778')"
"('Upper arm', 'C0446516')","('Gallbladder Adenocarcinoma, Biliary Type', 'C3273113')"
"('1000000', 'C1881839')","('clear cell adenocarcinoma of gallbladder', 'C1708172')"
"('Child', 'C0008059')","('Pancreatic carcinoma, familial', 'C2931038')"
"('Management Occupations', 'C3273539')","('Benign tumor of eyelid', 'C0339107')"
"('Statistical Significance', 'C0237881')","('Refractory Ependymoma', 'C4687708')"
"('Resulting in', 'C0332294')","('Cervical Fibroepithelial Polyp', 'C1516413')"
"('Swelling', 'C0038999')","('Childhood Central Nervous System Ganglioneuroblastoma', 'C4086154')"
"('Descending', 'C0205386')","('Angiosarcoma of liver', 'C0345907')"
"('Metaplasia', 'C0025568')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('Overweight', 'C0497406')","('Granular Cell Leiomyosarcoma', 'C1333871')"
"('factor A', 'C0960756')","('Metaplastic carcinoma of breast', 'C1334708')"
"('Early', 'C1279919')","('Malignant neoplasm of thalamus', 'C0346902')"
"('South East Asian', 'C0238697')","('Intestinal Metaplasia of Bladder Urothelium', 'C1512907')"
"('Symptoms', 'C1457887')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Lymphoid Tissue', 'C0024296')","('Locally Advanced Squamous Cell Carcinoma', 'C4727578')"
"('United States', 'C0041703')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Have Weight Loss', 'C4084774')","('Heavy Chain Deposition Disease', 'C1333947')"
"('Body tissue', 'C0040300')","('Pancreatic Intraepithelial Neoplasia-3', 'C2987145')"
"('Small cell carcinoma of lung', 'C0149925')","('Recurrent Uveal Melanoma', 'C0278870')"
"('Egg of order Phthiraptera', 'C0562688')","(""Kaposi's sarcoma of extrahepatic bile duct"", 'C2064435')"
"('IPSS Risk Category Low', 'C4522223')","(""Kaposi's sarcoma of skin"", 'C0153560')"
"('How Often', 'C3898838')","('embryonal rhabdomyosarcoma of prostate', 'C1335508')"
"('Include (action)', 'C2700399')","('Cervical Squamous Intraepithelial Neoplasia', 'C1332922')"
"('Vaginal Hemorrhage', 'C2979982')","('BRCA2 Syndrome', 'C1332443')"
"('Hematopoietic Neoplasms', 'C0376544')","('Ovarian Dermoid Cyst with Secondary Carcinoma', 'C1518705')"
"('Tests (qualifier value)', 'C0392366')","('Childhood Central Nervous System Ganglioneuroblastoma', 'C4086154')"
"('Hormone (disposition)', 'C4521914')","('Unicystic ameloblastoma', 'C0457521')"
"('Germ cell tumor', 'C0205851')","('Unicystic ameloblastoma', 'C0457521')"
"('Part of', 'C1292711')","('Recurrent Primary Lymphoma of Bone', 'C4763785')"
"('Latin America', 'C0023122')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
"('Cell Device', 'C1704653')","('Regional Urothelial Carcinoma of the Renal Pelvis and Ureter', 'C0280281')"
"('Mechanism Component of Device', 'C1706376')","('FIGO Stage IVA Ovarian Cancer', 'C4289311')"
"('Occurrence', 'C2745955')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('True', 'C0205238')","('Bladder Neuroendocrine Neoplasm', 'C4763835')"
"('Usual', 'C3538928')","('Stage IVA Mucosal Melanoma of the Head and Neck AJCC v7', 'C2981257')"
"('Treatment Epoch', 'C3538994')","('Posterior Pharyngeal Wall Squamous Cell Carcinoma', 'C1335451')"
"('Poor - qualifier', 'C2700379')","('Tubal Hyperplasia', 'C4288093')"
"('Swallowing:-:Point in time:^Patient:-', 'C2598159')","('gliosarcoma', 'C0206726')"
"('Body tissue', 'C0040300')","('Intestinal Metaplasia of Bladder Urothelium', 'C1512907')"
"('Neoplasm Metastasis', 'C0027627')","('Stage I Adult Non-Hodgkin Lymphoma', 'C0280114')"
"('Result', 'C1274040')","('Localized Ewing Sarcoma', 'C0863029')"
"('Biopsy', 'C0005558')","('Stage IIIB Ovarian Cancer AJCC v6 and v7', 'C4721795')"
"('Patient need for (contextual qualifier)', 'C0686904')","('Type II Endometrial Adenocarcinoma', 'C1519714')"
"('Childhood Gliosarcoma', 'C3899658')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('Base - General Qualifier', 'C1705938')","('Anaplastic large cell lymphoma, ALK negative', 'C1332078')"
"('Eighth', 'C0205442')","('Stage IVA Lip and Oral Cavity Cancer AJCC v8', 'C4331337')"
"('MOSTLY', 'C0750554')","('Medulloblastoma, WNT-Activated', 'C4331965')"
"('Bile duct structure', 'C0005400')","('ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 2', 'C3888093')"
"('Bone Marrow', 'C0005953')","('Neoplasms, Unknown Primary', 'C0027667')"
"('Rare', 'C0522498')","('clear cell adenocarcinoma of gallbladder', 'C1708172')"
"('Smoking', 'C0037369')","('Nasal cavity carcinoma', 'C1377785')"
"('Abdomen+', 'C4299167')","('Cervical Fibroepithelial Polyp', 'C1516413')"
"('rituximab', 'C0393022')","('Stage IV Penile Cancer AJCC v7', 'C2987499')"
"('Mammary Gland Parenchyma', 'C1521747')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Class', 'C0456387')","('Non-Metastatic Gestational Trophoblastic Tumor', 'C0280478')"
"('Percent (qualifier value)', 'C0439165')","('Clonal Hematopoiesis of Indeterminate Potential', 'C4761612')"
"('Rest', 'C0035253')","('Metastatic Ductal Breast Carcinoma', 'C2698203')"
"('Subtype (attribute)', 'C0449560')","('Malignant Neoplasm with Regional Lymph Node Involvement', 'C1332837')"
"('Epithelium', 'C0014609')","('Unfavorable Non-Hodgkin Lymphoma', 'C2349020')"
"('Affecting', 'C0392760')","('Malignant melanoma of eyelid', 'C0339116')"
"('Very Much', 'C2984081')","('Glomeruloid hemangioma', 'C1304511')"
"('3+ Score, WHO', 'C2981702')","('Stage IIIB Ovarian Cancer AJCC v6 and v7', 'C4721795')"
"('Normal', 'C0205307')","('malignant lymphoma of pancreatic lymph nodes', 'C1335307')"
"('Widening', 'C0332464')","('Ovarian Carcinoid Tumor', 'C1335153')"
"('PSA Level Greater than Fifty', 'C4084918')","('Medulloblastoma, WNT-Activated', 'C4331965')"
"('30%', 'C3842588')","('Childhood Fibrillary Astrocytoma', 'C3899662')"
"('NCI CTEP SDC Cervical Cancer Sub-Category Terminology', 'C3539064')","('Airway Hemangioma', 'C1336518')"
"('Immunotherapy', 'C0021083')","('Tonsillar Carcinoma', 'C0558355')"
"('Linear', 'C0205132')","('Localized Askin Tumor', 'C1321778')"
"('Salts', 'C0036140')","('Chronic Myelomonocytic Leukemia-2', 'C1333044')"
"('Physical findings', 'C0311392')","('Intraepithelial Melanocytic Hyperplasia', 'C1334256')"
"('Spreading (qualifier value)', 'C0332261')","('Testicular cancer metastatic', 'C1096715')"
"('Feel Tired question', 'C3539029')","('Non-Metastatic Gestational Trophoblastic Tumor', 'C0280478')"
"('Pseudomyxoma Peritonei', 'C0033822')","('Thyroid Hurthle Cell Carcinoma', 'C0749424')"
"('95', 'C4517906')","('Cervical Squamous Intraepithelial Neoplasia', 'C1332922')"
"('Common (qualifier value)', 'C0205214')","('Stage II Hepatocellular Carcinoma AJCC v6 and v7', 'C4520991')"
"('breast.duct', 'C1116428')","('Adult Alveolar Soft Part Sarcoma', 'C0279544')"
"('Treatment Effectiveness', 'C0087113')","('Stage III Cutaneous Melanoma AJCC v6', 'C0278882')"
"('Life', 'C0376558')","('Ovarian germ cell choriocarcinoma stage IV', 'C0854944')"
"('Scientific Study', 'C0947630')","('Metaplastic carcinoma of breast', 'C1334708')"
"('Abdomen distended', 'C0000731')","('Carcinomatosis of peritoneal cavity', 'C0346990')"
"('Characteristics', 'C1521970')","('Recurrent Diffuse Intrinsic Pontine Glioma', 'C4526752')"
"('Have Itch', 'C3641891')","('Unresectable Rhabdomyosarcoma', 'C4726599')"
"('90%', 'C3842582')","('Ovarian germ cell choriocarcinoma stage IV', 'C0854944')"
"('PAGR1 wt Allele', 'C3812826')","('Benign Anal Granular Cell Tumor', 'C1332471')"
"('interstitial', 'C0596790')","('Malignant Neoplasm of Lung - Multiple Primary Sites', 'C4528576')"
"('Common Specifications in HL7 V3 Publishing', 'C3245511')","('Trichilemmocarcinoma', 'C1266009')"
"('Cell Count', 'C0007584')","('Xeroderma pigmentosum, variant type', 'C1848410')"
"('Numerous', 'C0439064')","('Hodgkin lymphoma, nodular sclerosis, cellular phase', 'C0334627')"
"('Common Specifications in HL7 V3 Publishing', 'C3245511')","('Malignant Neoplasm with Regional Lymph Node Involvement', 'C1332837')"
"('Have Weight Loss', 'C4084774')","('Thyroid Hurthle Cell Carcinoma', 'C0749424')"
"('To', 'C1883351')","('Noninfiltrating Intraductal Carcinoma', 'C0007124')"
"('Lung', 'C0024109')","(""non-Hodgkin's lymphoma of spleen"", 'C1336071')"
"('Include (action)', 'C2700399')","('Hodgkin Disease', 'C0019829')"
"('Nobel Prize', 'C0028236')","('Tonsillar Carcinoma', 'C0558355')"
"('Greeks', 'C0337806')","('embryonal rhabdomyosarcoma of prostate', 'C1335508')"
"('regional', 'C0205147')","('Malignant melanoma of eyelid', 'C0339116')"
"('Tryptophanase', 'C0041260')","('Stage IIIB Ovarian Cancer AJCC v6 and v7', 'C4721795')"
"('Ultrasonic', 'C0220934')","('Granular Cell Leiomyosarcoma', 'C1333871')"
"('size', 'C0456389')","('BRCA2 Syndrome', 'C1332443')"
"('More Often than Once a Day', 'C4330709')","('gliosarcoma', 'C0206726')"
"('Female Phenotype', 'C1705498')","('Testicular cancer metastatic', 'C1096715')"
"('Removal of bladder', 'C3496631')","('Cystadenocarcinoma, Papillary', 'C0206700')"
"('Screening Study', 'C2348164')","('Refractory Glioma', 'C4687707')"
"('Storage Unit', 'C1704753')","('Ampulla of Vater Neuroendocrine Tumor by AJCC v8 Stage', 'C4525620')"
"('Symptoms', 'C1457887')","('Low Grade Squamous Intraepithelial Neoplasia', 'C1302773')"
"('Probably', 'C0750492')","('Unicystic ameloblastoma', 'C0457521')"
"('Job Status - Temporary', 'C1548539')","('Adult Hepatocellular Carcinoma', 'C0279607')"
"('Hematologic Neoplasms', 'C0376545')","('Rhabdomyosarcoma with ganglionic differentiation', 'C0431111')"
"('include - SetOperator', 'C1552866')","('Malignant Testicular Sertoli Cell Tumor', 'C1334626')"
"('Smaller', 'C0547044')","('Cervical Squamous Intraepithelial Neoplasia', 'C1332922')"
"('Colon <insect>', 'C3888384')","('Bladder squamous cell carcinoma stage I', 'C0855188')"
"('Disease', 'C0012634')","('Locally Advanced Soft Tissue Sarcoma', 'C4727772')"
"('Carrying', 'C0206243')","('Extracranial Neuroblastoma', 'C1333499')"
"('Secondary to', 'C0175668')","('Malignant neoplasm of thalamus', 'C0346902')"
"('Tanning of leather', 'C0039295')","('malignant lymphoma of pancreatic lymph nodes', 'C1335307')"
"('Physical findings', 'C0311392')","('squamous cell carcinoma of the thyroid gland', 'C1710177')"
"('80%', 'C3842583')","('Mucinous neoplasm', 'C1334811')"
"('Chemotherapy', 'C3665472')","('Contact dermatitis due to alkali', 'C0263266')"
"('How Much Distress Weight Loss', 'C4084777')","('Noninfiltrating Intraductal Carcinoma', 'C0007124')"
"('Deoxyribonucleic Acid Measurement', 'C4521340')","('Refractory Bladder Carcinoma', 'C4725675')"
"('Environmental risk factor', 'C0686732')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('General surgery specialty', 'C1274039')","('Recurrent Uveal Melanoma', 'C0278870')"
"('Increase in size since previous mammogram', 'C1268652')","('Necrotizing Funisitis', 'C3898153')"
"('1000000', 'C1881839')","('Squamous cell carcinoma of lip', 'C0280302')"
"('per year', 'C0439508')","('Female Breast Carcinoma', 'C0007104')"
"('Sufficiently defined concept definition status (core metadata concept)', 'C3539106')","('Stage IVA Lip and Oral Cavity Cancer AJCC v8', 'C4331337')"
"('Itchiness', 'C3840668')","('Stage IV Colorectal Cancer AJCC v8', 'C4525094')"
"('Subject Risk', 'C4552904')","('clear cell adenocarcinoma of gallbladder', 'C1708172')"
"('How Much Distress Itching', 'C4085219')","('Primary Cutaneous Plasmablastic Lymphoma', 'C1709659')"
"('Etiology aspects', 'C0015127')","('FIGO Stage IVA Ovarian Cancer', 'C4289311')"
"('Median (qualifier value)', 'C2939193')","('High Grade Glandular Intraepithelial Neoplasia', 'C1334014')"
"('majority', 'C0680220')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Tissue Specimen Code', 'C1547928')","('Malignant neoplasm of choroid', 'C0153630')"
"('Location of Oral Residue Following Swallowing', 'C4284931')","('Metastatic Ductal Breast Carcinoma', 'C2698203')"
"('Specimen Source Codes - Mucus', 'C1546714')","('Extracranial Neuroblastoma', 'C1333499')"
"('Occur (action)', 'C1709305')","('Microcystic meningioma', 'C1384408')"
"('Occur (action)', 'C1709305')","('Stage IV Penile Cancer AJCC v7', 'C2987499')"
"('Thyroid carcinoma', 'C0549473')","('Parathyroid Gland Adenocarcinoma', 'C0687150')"
"('Lymphohistiocytosis, Hemophagocytic', 'C0024291')","('Neoplasms, Unknown Primary', 'C0027667')"
"('Trauma, nursing specialty', 'C4049136')","('Leptomeningeal sarcoma', 'C1384416')"
"('Firstly', 'C1279901')","('Refractory Barrett Esophagus', 'C4763736')"
"('Morphology', 'C0332437')","('FIGO Stage IVA Ovarian Cancer', 'C4289311')"
"('Tobacco smoking behavior', 'C0453996')","('Metastatic Neoplasm to the Gallbladder', 'C0686112')"
"('various allergen extracts', 'C3540765')","('Stage IVC Oral Cavity Adenoid Cystic Carcinoma AJCC v6 and v7', 'C1336401')"
"('Air', 'C3536832')","('Medulloblastoma, WNT-Activated', 'C4331965')"
"('Transurethral Resection', 'C1519630')","('Acute myeloid leukemia with t(9:11)(p22;q23); MLLT3-MLL', 'C2919692')"
"('Specific qualifier value', 'C0205369')","('Diffuse malignant mesothelioma', 'C0392400')"
"('PCYT1A wt Allele', 'C3540513')","('Ovarian Dermoid Cyst with Secondary Carcinoma', 'C1518705')"
"('Process (qualifier value)', 'C4521054')","('mucinous adenocarcinoma of gallbladder', 'C1333750')"
"('Rate', 'C1521828')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Glandular', 'C0225353')","('Breast Ductal Adenoma', 'C1511307')"
"('Primary malignant neoplasm', 'C1306459')","('Malignant melanoma of eyelid', 'C0339116')"
"('Treatment Epoch', 'C3538994')","('Stage I Colon Neuroendocrine Tumor AJCC v8', 'C4525745')"
"('Nausea, CTCAE 3.0', 'C1963179')","('Melanomatosis', 'C1334691')"
"('Then', 'C1883708')","('Extracranial Neuroblastoma', 'C1333499')"
"('Malignant Neoplasms', 'C0006826')","('Childhood Lung Non-Small Cell Carcinoma', 'C3899650')"
"('Prostate', 'C0033572')","('Metastatic Malignant Neoplasm in the Sellar Region', 'C4744378')"
"('CEL gene', 'C1413336')","('Larynx carcinoma recurrent', 'C0863183')"
"('Code', 'C0805701')","('Acute myeloid leukemia with t(9:11)(p22;q23); MLLT3-MLL', 'C2919692')"
"('Tryptophanase', 'C0041260')","('Benign Apocrine Neoplasm', 'C1332473')"
"('Patterns', 'C0449774')","('Advanced Lung Carcinoma', 'C4727088')"
"('Specimen Source Codes - tumor', 'C1578706')","('Stage III Cutaneous Melanoma AJCC v6', 'C0278882')"
"('Mass of body structure', 'C0577559')","('Prostate Lymphoma', 'C1335512')"
"('Milliampere second', 'C3539882')","('Cerebral Primitive Neuroectodermal Tumor', 'C0751675')"
"('Greece, Ancient', 'C4505339')","('Childhood Central Nervous System Ganglioneuroblastoma', 'C4086154')"
"('Science of Morphology', 'C0700619')","('Medulloblastoma, WNT-Activated', 'C4331965')"
"('Rating (action)', 'C0871208')","('Small intestine carcinoma', 'C0238196')"
"('Involvement with', 'C1314939')","('Thyroid carcinoma', 'C0549473')"
"('Abnormal Reference Range', 'C2699333')","('Recurrent Nasal Cavity and Paranasal Sinus Carcinoma', 'C4721428')"
"('Parenchyma', 'C0933845')","('Rhabdomyosarcoma with ganglionic differentiation', 'C0431111')"
"('Immature Lymphocytes Measurement', 'C3639409')","(""Kaposi's sarcoma of extrahepatic bile duct"", 'C2064435')"
"('Form:Finding:Point in time:{Setting}:Document:{Role}', 'C4255237')","('Extracranial Neuroblastoma', 'C1333499')"
"('Time', 'C0040223')","('Stage I Gastric Neuroendocrine Tumor AJCC v8', 'C4525585')"
"('Group Object', 'C1705428')","('Extra-Adrenal Paraganglioma', 'C0030422')"
"('Hepatitis Viruses', 'C0019186')","('Regional Urothelial Carcinoma of the Renal Pelvis and Ureter', 'C0280281')"
"('Pickled food', 'C0459138')","('Benign Mixed Epithelial and Mesenchymal Hair Follicle Neoplasm', 'C1706923')"
"('Infrequent', 'C0521114')","('Liver Lymphangioma', 'C3273073')"
"('Inspiration function', 'C0004048')","('Stage II Differentiated Thyroid Gland Carcinoma Under 45 Years AJCC v7', 'C3640142')"
"('Call (Instruction)', 'C1947967')","(""Kaposi's sarcoma of skin"", 'C0153560')"
"('Lung', 'C0024109')","('Nasal Type NK/T-Cell Lymphoma by Ann Arbor Stage', 'C4683693')"
"('Sole of Foot', 'C0230463')","('ROSE Cluster 3', 'C4050314')"
"('CD5 Positive', 'C4329514')","('Splenic Manifestation of Hairy Cell Leukemia', 'C1336064')"
"('Prognosis good', 'C0278250')","('Stage 0 Penile Cancer AJCC v8', 'C4553780')"
"('Short Value', 'C2350002')","('Mixed astrocytoma-ependymoma', 'C0280791')"
"('Follicle', 'C1571705')","('Basal Cell Ameloblastoma', 'C1511055')"
"('Liver', 'C0023884')","('Breast Ductal Adenoma', 'C1511307')"
"('Introduces', 'C1292748')","('Malignant Testicular Non-Seminomatous Germ Cell Tumor', 'C1334625')"
"('Limb structure', 'C0015385')","('Bladder squamous cell carcinoma stage I', 'C0855188')"
"('Limited stage (cancer stage)', 'C1517886')","('Malignant Neoplasm with Regional Lymph Node Involvement', 'C1332837')"
"('Adenocarcinoma of large intestine', 'C1319315')","('Noninfiltrating Intraductal Carcinoma', 'C0007124')"
"('Taking of swab', 'C0563454')","('Pancreatic carcinoma, familial', 'C2931038')"
"('Dysgerminoma', 'C0013377')","('Bladder squamous cell carcinoma stage I', 'C0855188')"
"('CHURC1 gene', 'C1538463')","('Colorectal cancer, hereditary nonpolyposis, type 1', 'C2936783')"
"('Neuroendocrine Tumors', 'C0206754')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Xeroderma Pigmentosum', 'C0043346')","('BRCA2 Syndrome', 'C1332443')"
"('Nicotiana', 'C0086707')","('Localized Askin Tumor', 'C1321778')"
"('Edema', 'C0013604')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Undifferentiated', 'C0205618')","('Stage III Cutaneous Melanoma AJCC v6', 'C0278882')"
"('best (quality)', 'C1522427')","('Stage IVA Mucosal Melanoma of the Head and Neck AJCC v7', 'C2981257')"
"('risk factors', 'C0035648')","('Childhood Choriocarcinoma', 'C4086155')"
"('Insecticides', 'C0021576')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Food', 'C0016452')","('Unresectable Rhabdomyosarcoma', 'C4726599')"
"('Left', 'C0205091')","('Gallbladder Adenocarcinoma, Biliary Type', 'C3273113')"
"('Mean Percent of Normal', 'C2347086')","('Adult Brain Stem Mixed Glioma', 'C1377915')"
"('Occur (action)', 'C1709305')","('Squamous cell carcinoma of lip', 'C0280302')"
"('Combined', 'C0205195')","('Stage IVA Lip and Oral Cavity Cancer AJCC v8', 'C4331337')"
"('Treating', 'C1522326')","('Squamous cell carcinoma of lip', 'C0280302')"
"('True primary (qualifier value)', 'C0439612')","('ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 2', 'C3888093')"
"('Blood', 'C0005767')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('control substance', 'C1550141')","('Localized Malignant Neoplasm', 'C0796563')"
"('Entity Name Part Qualifier - birth', 'C1550722')","('clear cell adenocarcinoma of gallbladder', 'C1708172')"
"('biopsy characteristics', 'C0220797')","('Stage II Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8', 'C4526968')"
"('Often - answer to question', 'C4050225')","('Vaginal Adenoid Cystic Carcinoma', 'C1519912')"
"('Patient Outcome', 'C1547647')","(""Kaposi's sarcoma of extrahepatic bile duct"", 'C2064435')"
"('Abnormal cell', 'C0333717')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('white blood cell type', 'C0427536')","('Medulloblastoma, WNT-Activated', 'C4331965')"
"('Type - attribute', 'C0332307')","('Microcystic meningioma', 'C1384408')"
"('Dietary Lead', 'C2348269')","('Thymic Clear Cell Carcinoma', 'C1333069')"
"('Assortment', 'C2346866')","('Mixed astrocytoma-ependymoma', 'C0280791')"
"('Possible diagnosis', 'C2362652')","('Benign Mixed Epithelial and Mesenchymal Hair Follicle Neoplasm', 'C1706923')"
"('Before', 'C0332152')","('Mucinous cystadenofibroma', 'C1377844')"
"('Pancreas part', 'C1268125')","('Spongiotic dermatitis', 'C0262984')"
"('Specimen Source Codes - tumor', 'C1578706')","('Clonal Hematopoiesis of Indeterminate Potential', 'C4761612')"
"('Primary malignant neoplasm', 'C1306459')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('combination of objects', 'C1947911')","('Recurrent Nasal Cavity and Paranasal Sinus Carcinoma', 'C4721428')"
"('Mechanism (attribute)', 'C0441712')","('Nodular Lymphocyte Predominant Hodgkin Lymphoma', 'C1332210')"
"('Glioma', 'C0017638')","('Astrocytoma of brain', 'C3695127')"
"('Adverse Event Associated with Vascular', 'C1558950')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('Mathematical Operator', 'C1705273')","('Thymic Clear Cell Carcinoma', 'C1333069')"
"('Squamous Epithelial Cells', 'C0221910')","('Stage I Colon Neuroendocrine Tumor AJCC v8', 'C4525745')"
"('Adult human body', 'C4082212')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Sometimes', 'C1998882')","('Intraepithelial Melanocytic Hyperplasia', 'C1334256')"
"('Skin Specimen', 'C0444099')","('Metastatic Malignant Neoplasm in the Sellar Region', 'C4744378')"
"('Slow Growing Mass', 'C1519358')","('Ovarian Dermoid Cyst with Secondary Carcinoma', 'C1518705')"
"('Unmarried person', 'C0037179')","('Colorectal Mucosa-Associated Lymphoid Tissue Lymphoma', 'C3272830')"
"('Exposure to radiation', 'C0015333')","('High Grade Glandular Intraepithelial Neoplasia', 'C1334014')"
"('Play', 'C0032214')","('Benign Apocrine Neoplasm', 'C1332473')"
"('National origin', 'C0079946')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('Abnormal', 'C0205161')","('Squamous cell carcinoma of lip', 'C0280302')"
"('Proliferation', 'C1514485')","('High Grade Glandular Intraepithelial Neoplasia', 'C1334014')"
"('Ocular orbit', 'C0029180')","('Adult Alveolar Soft Part Sarcoma', 'C0279544')"
"('Chromosomal translocation', 'C0040715')","('Colorectal Neuroendocrine Tumor G2', 'C3272614')"
"('Pharmacotherapy', 'C0013216')","('Mixed astrocytoma-ependymoma', 'C0280791')"
"('Transmitted by', 'C0332289')","('Localized Malignant Neoplasm', 'C0796563')"
"('Skin', 'C1123023')","('Stage 0 Lip Carcinoma', 'C0347082')"
"('Grade three rank', 'C0450094')","('Spermatocytic seminoma', 'C0334517')"
"('Area', 'C0205146')","('Stage IVA Mucosal Melanoma of the Head and Neck AJCC v7', 'C2981257')"
"('Lymphoid Tissue', 'C0024296')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Togo', 'C0040363')","('Epipodophyllotoxin-Related Myelodysplastic Syndrome', 'C1333418')"
"('Type - attribute', 'C0332307')","('Thyroid Hurthle Cell Carcinoma', 'C0749424')"
"('Part of', 'C1292711')","('Basal Cell Ameloblastoma', 'C1511055')"
"('Common (qualifier value)', 'C0205214')","('Childhood Central Nervous System Ganglioneuroblastoma', 'C4086154')"
"('Sex Behavior', 'C0036864')","('Malignant Testicular Non-Seminomatous Germ Cell Tumor', 'C1334625')"
"('Pharmacotherapy', 'C0013216')","('Precursor B-lymphoblastic lymphoma stage II', 'C0862039')"
"('SELL protein, human', 'C2742135')","('Ovarian Dermoid Cyst with Squamous Cell Carcinoma', 'C1518710')"
"('Microscopes', 'C0181839')","('Colorectal Neuroendocrine Tumor G2', 'C3272614')"
"('Light Microscopy', 'C0430389')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Lymphoma, Non-Hodgkin', 'C0024305')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Conditional', 'C1701901')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('Medical Imaging', 'C0025086')","('Ectomesenchymal Chondromyxoid Tumor', 'C4050504')"
"('Long-term', 'C0443252')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('High Risk Acute Leukemia', 'C4050568')","('Ichthyosis, X-Linked', 'C0079588')"
