CUI1,CUI2
"('Large', 'C0549177')","('Posterior Pharyngeal Wall Squamous Cell Carcinoma', 'C1335451')"
"('Breaking down', 'C0443161')","('Stage 0 Penile Cancer AJCC v8', 'C4553780')"
"('Case unit dose', 'C1533148')","('Hemangioma, Cavernous, Central Nervous System', 'C0752160')"
"('Additional', 'C1524062')","('Stage 0 Penile Cancer AJCC v8', 'C4553780')"
"('Ovarian Carcinoma', 'C0029925')","('Hodgkin lymphoma, nodular sclerosis, cellular phase', 'C0334627')"
"('Mitosis', 'C0026255')","('Posterior Pharyngeal Wall Squamous Cell Carcinoma', 'C1335451')"
"('Biogenic Amines', 'C0005496')","('BRCA2 Syndrome', 'C1332443')"
"('Tumor type', 'C4263544')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('Age at menopause', 'C1629609')","('Deep Leiomyoma', 'C1333266')"
"('Superkingdom (taxonomic category)', 'C1883221')","('Intracortical osteosarcoma', 'C1266166')"
"('1+ Score', 'C2827734')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Metastatic Neoplasm', 'C2939420')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('900', 'C4517900')","('Stage II Carcinoma of Penis', 'C0854966')"
"('How Much Distress Diarrhea', 'C4084784')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('Pentaerythritol Tetranitrate', 'C0030858')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('Process (qualifier value)', 'C4521054')","('Stage I Adult Non-Hodgkin Lymphoma', 'C0280114')"
"('Skin cell', 'C0814995')","('Xeroderma pigmentosum, variant type', 'C1848410')"
"('Categories', 'C0683312')","('embryonal rhabdomyosarcoma of prostate', 'C1335508')"
"('Firstly', 'C1279901')","('Cancer of Urinary Tract', 'C0751571')"
"('filter information process', 'C1522664')","('GIANT PIGMENTED HAIRY NEVUS', 'C1842036')"
"('Often - answer to question', 'C4050225')","('Localized Ewing Sarcoma', 'C0863029')"
"('Percent (qualifier value)', 'C0439165')","('Intraepithelial Melanocytic Hyperplasia', 'C1334256')"
"('Replaced by', 'C1299987')","('Neonatal leukemia', 'C0235813')"
"('Fever, CTCAE', 'C4552740')","('Benign tumor of eyelid', 'C0339107')"
"('Active', 'C0205177')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Associated topography', 'C2945842')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('Surrounding (qualifier value)', 'C1282914')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Acids', 'C0001128')","('Benign Apocrine Neoplasm', 'C1332473')"
"('year', 'C0439234')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('risk factors', 'C0035648')","('Intraepithelial Melanocytic Hyperplasia', 'C1334256')"
"('Lymphocyte component of blood', 'C4018897')","('embryonal rhabdomyosarcoma of prostate', 'C1335508')"
"('Togo', 'C0040363')","('Xeroderma pigmentosum, variant type', 'C1848410')"
"('Adult', 'C0001675')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Bladder Continence Question', 'C4319531')","('Adult Hepatocellular Carcinoma', 'C0279607')"
"('1+ Score, WHO', 'C2981698')","('Keratoderma', 'C0022579')"
"('Linear', 'C0205132')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('development aspects', 'C0243107')","('Stage IV Childhood Non-Hodgkin Lymphoma', 'C2986680')"
"('Swallowing G-code', 'C4281783')","('Recurrent Primary Cutaneous Diffuse Large B-Cell Lymphoma, Leg Type', 'C4527336')"
"('Screening', 'C1710032')","('Larynx carcinoma recurrent', 'C0863183')"
"('Specimen Source Codes - Lesion', 'C1546698')","('Stage II Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8', 'C4526968')"
"('Visual Impairment', 'C3665347')","('benign mature teratoma of pancreas', 'C2063869')"
"('Formed', 'C0205431')","('embryonal rhabdomyosarcoma of prostate', 'C1335508')"
"('leukemia', 'C0023418')","('Recurrent Nasal Cavity and Paranasal Sinus Carcinoma', 'C4721428')"
"('Fever, CTCAE', 'C4552740')","('Stage II Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8', 'C4526968')"
"('Body part', 'C0229962')","('Stage IV Penile Cancer AJCC v7', 'C2987499')"
"('potential', 'C3245505')","('Nodular Lymphocyte Predominant Hodgkin Lymphoma', 'C1332210')"
"('Two', 'C0205448')","('Grade 3a Malignant Neoplasm', 'C1333848')"
"('Used by', 'C1273517')","('Benign Carotid Body Paraganglioma', 'C2698359')"
"('Body site', 'C1545955')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Usually', 'C3888388')","('Malignant melanoma of eyelid', 'C0339116')"
"('Workers', 'C1527116')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Adrenal Gland Pheochromocytoma', 'C4551683')","('Mastocytosis', 'C0024899')"
"('Immune system', 'C0020962')","('Thyroid Gland Carcinoma Showing Thymus-Like Differentiation', 'C1704613')"
"('Derivative', 'C1527240')","('Intraepithelial Melanocytic Hyperplasia', 'C1334256')"
"('Science of Etiology', 'C1524003')","('Stage II Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8', 'C4526968')"
"('active (HL7 RoleLink)', 'C3853793')","('Malignant Neoplasm of Lung - Multiple Primary Sites', 'C4528576')"
"('Overall', 'C1561607')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Internal', 'C0205102')","('Breast Ductal Adenoma', 'C1511307')"
"('Including (qualifier)', 'C0332257')","('Tonsillar Carcinoma', 'C0558355')"
"('Aggressive behavior', 'C0001807')","('Tonsillar Carcinoma', 'C0558355')"
"('Central Nervous System Neoplasms', 'C0085136')","('Giant cell angiofibroma', 'C1367539')"
"('Varicella Virus Vaccine Live (Oka-Merck) strain', 'C1815835')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Affecting', 'C0392760')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Enlarged', 'C0442800')","('Spongiotic dermatitis', 'C0262984')"
"('shared attribute', 'C1522138')","('Tonsillar Carcinoma', 'C0558355')"
"('Call (Instruction)', 'C1947967')","('Malignant Neoplasm with Regional Lymph Node Involvement', 'C1332837')"
"('Waste Products', 'C0043045')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Gross (qualifier value)', 'C0439806')","('adenoid cystic carcinoma of lung', 'C1334439')"
"('Type - attribute', 'C0332307')","('Thymic Clear Cell Carcinoma', 'C1333069')"
"('Type - attribute', 'C0332307')","('Stage I Gastric Neuroendocrine Tumor AJCC v8', 'C4525585')"
"('Lung', 'C0024109')","('Stage 0 Penile Cancer AJCC v8', 'C4553780')"
"('Togo', 'C0040363')","('Stage IVA Lip and Oral Cavity Cancer AJCC v8', 'C4331337')"
"('Fungi', 'C0016832')","('Lymphomatous Adult T-Cell Leukemia/Lymphoma', 'C1334466')"
"('Shortness of Breath Visual Analogue Scale', 'C4553552')","('Stage IB Lung Cancer AJCC v7', 'C1336138')"
"('Multiple Myeloma', 'C0026764')","('Neonatal leukemia', 'C0235813')"
"('Rate', 'C1521828')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Hollow shape', 'C0332484')","('Botryoid-Type Embryonal Rhabdomyosarcoma', 'C1306573')"
"('Menopause present (finding)', 'C0567312')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('Calcium Channel Blockers', 'C0006684')","('Intestinal Metaplasia of Bladder Urothelium', 'C1512907')"
"('International Foot', 'C2346504')","('Stage II Carcinoma of Penis', 'C0854966')"
"('Relationships', 'C0439849')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Two', 'C0205448')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('PSA Level Less than Five', 'C4084795')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('To', 'C1883351')","('Stage IVA Lip and Oral Cavity Cancer AJCC v8', 'C4331337')"
"('Experimental Result', 'C2825142')","('Recurrent Uveal Melanoma', 'C0278870')"
"('Females', 'C0086287')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('Common Specifications in HL7 V3 Publishing', 'C3245511')","('Carcinoma of urinary bladder, superficial', 'C1336527')"
"('NCI CTEP SDC Mastocytosis Sub-Category Terminology', 'C3540680')","('Benign Apocrine Neoplasm', 'C1332473')"
"('Permanent', 'C0205355')","('Adult Alveolar Soft Part Sarcoma', 'C0279544')"
"('Expiration', 'C1704631')","('Botryoid-Type Embryonal Rhabdomyosarcoma', 'C1306573')"
"('Blood', 'C0005767')","('Noninfiltrating Intraductal Carcinoma', 'C0007124')"
"('Frequently', 'C0332183')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Cancer Genus', 'C0998265')","('Tonsillar Carcinoma', 'C0558355')"
"('Most', 'C0205393')","('Testicular cancer metastatic', 'C1096715')"
"('Antidepressive Agents', 'C0003289')","('papillary carcinoma of penis', 'C1335322')"
"('Mucinous Adenocarcinoma', 'C0007130')","('Placental aromatase deficiency', 'C1960540')"
"('Have Weight Loss', 'C4084774')","('Childhood Fibrillary Astrocytoma', 'C3899662')"
"('general population', 'C0683971')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Increase', 'C0442805')","('Malignant neoplasm of choroid', 'C0153630')"
"('Genetic Heterogeneity', 'C0242960')","('Acute Myeloid Leukemia with t(6;11)(q27;q23); KMT2A-MLLT4', 'C4329275')"
"('Primary malignant neoplasm', 'C1306459')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('Manifestation of', 'C1280464')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('lymph nodes', 'C0024204')","('Refractory Barrett Esophagus', 'C4763736')"
"('Deoxyribonucleic Acid Measurement', 'C4521340')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Childhood Teratoma', 'C2347762')","('Epipodophyllotoxin-Related Myelodysplastic Syndrome', 'C1333418')"
"('Kidney Tubules, Proximal', 'C0022677')","('Benign Apocrine Neoplasm', 'C1332473')"
"('+5', 'C0728893')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Fallopian Tubes', 'C0015560')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Common (qualifier value)', 'C0205214')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Smear - instruction imperative', 'C1947932')","('Familial Adenomatous Polyposis Associated Medulloblastoma', 'C1333598')"
"('status - In progress', 'C1272688')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Type - attribute', 'C0332307')","('Heavy Chain Deposition Disease', 'C1333947')"
"('Two', 'C0205448')","('Female Breast Carcinoma', 'C0007104')"
"('Usually', 'C3888388')","('Intracortical osteosarcoma', 'C1266166')"
"('Include (action)', 'C2700399')","('adenoid cystic carcinoma of lung', 'C1334439')"
"('Common (qualifier value)', 'C0205214')","('Serous cystadenocarcinoma ovary', 'C0279663')"
"('Paraneoplastic Syndromes', 'C0030472')","('Localized Askin Tumor', 'C1321778')"
"('Main', 'C1542147')","('Clonal Hematopoiesis of Indeterminate Potential', 'C4761612')"
"('Death (finding)', 'C1306577')","('papillary carcinoma of penis', 'C1335322')"
"('Estimated', 'C0750572')","('Stage II Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8', 'C4526968')"
"('Bone marrow: lymphocytes (finding)', 'C0427708')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('Histology', 'C0019638')","('Small cell neuroendocrine carcinoma of bladder', 'C1332564')"
"('MOSTLY', 'C0750554')","('Benign tumor of eyelid', 'C0339107')"
"('Used by', 'C1273517')","('Thymic Clear Cell Carcinoma', 'C1333069')"
"('Parotid swelling', 'C0424823')","('Cerebral Primitive Neuroectodermal Tumor', 'C0751675')"
"('cell type', 'C0449475')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('Skin Specimen', 'C0444099')","('Thymic Clear Cell Carcinoma', 'C1333069')"
"('Skin, Human', 'C4520765')","('Heavy Chain Deposition Disease', 'C1333947')"
"('consider', 'C0750591')","('Malignant Testicular Sertoli Cell Tumor', 'C1334626')"
"('Diagnosis', 'C0011900')","('Blepharal carcinoma', 'C0920196')"
"('Nose', 'C0028429')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
"('New', 'C0205314')","('Childhood Thyroid Gland Follicular Carcinoma', 'C4086176')"
"('peritoneal', 'C0442034')","('Malignant melanoma of eyelid', 'C0339116')"
"('*Type - Kind of quantity', 'C1547052')","('Uterine Cancer', 'C0153567')"
"('Negation', 'C1518422')","('Colorectal High Grade B-Cell Lymphoma, Not Otherwise Specified', 'C3272825')"
"('Treatment Epoch', 'C3538994')","('Female Breast Carcinoma', 'C0007104')"
"('NCI CTEP SDC Basal Cell Carcinoma Sub-Category Terminology', 'C3540686')","('Locally Advanced Soft Tissue Sarcoma', 'C4727772')"
"('Compression', 'C0728907')","('Carcinoma of urinary bladder, superficial', 'C1336527')"
"('Chemotherapy', 'C3665472')","('Malignant melanoma of eyelid', 'C0339116')"
"('Disease', 'C0012634')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Poverty', 'C0032854')","('Stage IVA Lip and Oral Cavity Cancer AJCC v8', 'C4331337')"
"('Referring', 'C0205543')","('Carcinoma of urinary bladder, superficial', 'C1336527')"
"('geographic population', 'C0032659')","('Malignant neoplasm of thalamus', 'C0346902')"
"('United States', 'C0041703')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('Analysis of substances', 'C0002778')","('Low Grade Squamous Intraepithelial Neoplasia', 'C1302773')"
"('Rare', 'C0522498')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Published Comment', 'C0282411')","('Pilocytic astrocytoma of cerebellum', 'C0349620')"
"('Removed', 'C0849355')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('SLC6A2 wt Allele', 'C3890893')","('Stage II Carcinoma of Penis', 'C0854966')"
"('Therapeutic radiology procedure', 'C1522449')","('papillary carcinoma of penis', 'C1335322')"
"('Appearance', 'C0700364')","('Regional Urothelial Carcinoma of the Renal Pelvis and Ureter', 'C0280281')"
"('Chest', 'C0817096')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Soft Tissue Neoplasms', 'C0037579')","('Recurrent Nasal Cavity and Paranasal Sinus Carcinoma', 'C4721428')"
"('Common (qualifier value)', 'C0205214')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('True primary (qualifier value)', 'C0439612')","('Uterine Cancer', 'C0153567')"
"('Group A (blood group)', 'C4522145')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('True', 'C0205238')","('Stage 0 Penile Cancer AJCC v8', 'C4553780')"
"('Used by', 'C1273517')","('Botryoid-Type Embryonal Rhabdomyosarcoma', 'C1306573')"
"('peripheral blood', 'C0229664')","('Malignant Testicular Sertoli Cell Tumor', 'C1334626')"
"('Type A', 'C4264487')","('Malignant Testicular Sertoli Cell Tumor', 'C1334626')"
"('Moved to', 'C1299988')","('Recurrent Nasal Cavity and Paranasal Sinus Carcinoma', 'C4721428')"
"('Areas <moth>', 'C4319729')","('Ichthyoses', 'C0020757')"
"('Indexes', 'C0600653')","('Tonsillar Carcinoma', 'C0558355')"
"('NCI CTEP SDC Cervical Cancer Sub-Category Terminology', 'C3539064')","('Intracortical osteosarcoma', 'C1266166')"
"('To', 'C1883351')","('Clonal Hematopoiesis of Indeterminate Potential', 'C4761612')"
"('Symptoms', 'C1457887')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('Building process', 'C1547706')","('Malignant melanoma of eyelid', 'C0339116')"
"('Tired', 'C0557875')","('Leptomeningeal sarcoma', 'C1384416')"
"('T-Cell Development', 'C1515126')","('Medulloblastoma, WNT-Activated', 'C4331965')"
"('Mathematical Operator', 'C1705273')","('Stage IVA Lip and Oral Cavity Cancer AJCC v8', 'C4331337')"
"('Structure of choroid plexus', 'C0008524')","('Serous cystadenocarcinoma ovary', 'C0279663')"
"('white blood cell type', 'C0427536')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Include (action)', 'C2700399')","('Botryoid-Type Embryonal Rhabdomyosarcoma', 'C1306573')"
"('risk factors', 'C0035648')","('BRCA2 Syndrome', 'C1332443')"
"('Have Been Vomiting', 'C3898969')","('Testicular cancer metastatic', 'C1096715')"
"('Array Feature', 'C1706388')","('Blepharal carcinoma', 'C0920196')"
"('Lacrimal duct', 'C0459624')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('Human body structure', 'C0460148')","('Stage III Gastric Neuroendocrine Tumor AJCC v8', 'C4525587')"
"('North America', 'C0028405')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Occurrence', 'C2745955')","('Cancer of Urinary Tract', 'C0751571')"
"('High risk of', 'C0332167')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Specialized Stand Alone Plan - Vision', 'C4085584')","('Malignant melanoma of eyelid', 'C0339116')"
"('Transection (procedure)', 'C0152060')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Occurrence', 'C2745955')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Rest', 'C0035253')","('Childhood Fibrillary Astrocytoma', 'C3899662')"
"('Well', 'C3146287')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Infrequent', 'C0521114')","('Stage III Adult Immunoblastic Lymphoma', 'C0280164')"
"('>90', 'C0439083')","('mucinous adenocarcinoma of gallbladder', 'C1333750')"
"('Biological Transport', 'C0005528')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('+5', 'C0728893')","('squamous cell carcinoma of the thyroid gland', 'C1710177')"
"('shared attribute', 'C1522138')","('adenoid cystic carcinoma of lung', 'C1334439')"
"('Sometimes', 'C1998882')","('Chondrosarcoma, Clear Cell', 'C1266167')"
"('Complication Aspects', 'C1171258')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('Presence of cells', 'C0427850')","('Uterine Cancer', 'C0153567')"
"('Negative Selection', 'C2347338')","('Malignant Testicular Sertoli Cell Tumor', 'C1334626')"
"('Occurrence Indicator', 'C4284875')","('Cerebral Primitive Neuroectodermal Tumor', 'C0751675')"
"('majority', 'C0680220')","('Diffuse malignant mesothelioma', 'C0392400')"
"('High risk', 'C4319571')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Symptoms', 'C1457887')","('Intraepithelial Melanocytic Hyperplasia', 'C1334256')"
"('Pharmacotherapy', 'C0013216')","('Unresectable Rhabdomyosarcoma', 'C4726599')"
"('Percent (qualifier value)', 'C0439165')","('Carcinoma ex pleomorphic adenoma of parotid gland', 'C1335356')"
"('Effectiveness', 'C1280519')","('Thymic Clear Cell Carcinoma', 'C1333069')"
"('Decision', 'C0679006')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Retinoic Acid Response Element', 'C1514917')","(""non-Hodgkin's lymphoma of spleen"", 'C1336071')"
"('Adrenal Medulla', 'C0001629')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Abnormal cell', 'C0333717')","('Metastatic Kidney Carcinoma', 'C4745248')"
"('N not otherwise specified Antibody', 'C0369718')","('Recurrent Uveal Melanoma', 'C0278870')"
"('Cell Count', 'C0007584')","('Adult Lymphocyte-Depleted Classical Hodgkin Lymphoma', 'C0279540')"
"('Most', 'C0205393')","('Extra-Adrenal Paraganglioma', 'C0030422')"
"('Decreasing', 'C0442797')","('Xeroderma pigmentosum, variant type', 'C1848410')"
"('Intestinal cell', 'C0814997')","('Cancer of Urinary Tract', 'C0751571')"
"('Back structure, including back of neck', 'C0460009')","('Botryoid-Type Embryonal Rhabdomyosarcoma', 'C1306573')"
"('Several', 'C0443302')","('Malignant Neoplasm of Lung - Multiple Primary Sites', 'C4528576')"
"('Multiple malignancy', 'C0346429')","('mucinous adenocarcinoma of gallbladder', 'C1333750')"
"('Did not receive therapy or drug for', 'C0332155')","('Malignant Testicular Sertoli Cell Tumor', 'C1334626')"
"('Muscle (organ)', 'C4083049')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('Population Group', 'C1257890')","('embryonal rhabdomyosarcoma of prostate', 'C1335508')"
"('Rest', 'C0035253')","('Unresectable Rhabdomyosarcoma', 'C4726599')"
"('Section (object)', 'C1705191')","('Childhood Thyroid Gland Follicular Carcinoma', 'C4086176')"
"('color additive', 'C1550604')","('Larynx carcinoma recurrent', 'C0863183')"
"('Chemotherapy', 'C3665472')","('Posterior Pharyngeal Wall Squamous Cell Carcinoma', 'C1335451')"
"('Childhood Germ Cell Tumor', 'C0279014')","(""non-Hodgkin's lymphoma of spleen"", 'C1336071')"
"('How Much Distress Nausea', 'C4085222')","('Adrenal Rest Tumor', 'C0001630')"
"('Cause of Death', 'C0007465')","('Malignant melanoma of eyelid', 'C0339116')"
"('Body structure', 'C1268086')","('Neoplasms, Unknown Primary', 'C0027667')"
"('Cancer Genus', 'C0998265')","('Uterine Cancer', 'C0153567')"
"('Related personal status', 'C0445223')","('Adult Alveolar Soft Part Sarcoma', 'C0279544')"
"('Exposure to', 'C0332157')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('NCI CTEP SDC Cervical Cancer Sub-Category Terminology', 'C3539064')","('Ovarian germ cell choriocarcinoma stage IV', 'C0854944')"
"('International Classification of Diseases', 'C0870733')","('Benign Apocrine Neoplasm', 'C1332473')"
"('Examination finding', 'C0438105')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Type A', 'C4264487')","('Primary Cutaneous Plasmablastic Lymphoma', 'C1709659')"
"('Treating', 'C1522326')","('Uterine Cancer', 'C0153567')"
"('Pale feces (finding)', 'C0232720')","('Acute Myeloid Leukemia with t(6;11)(q27;q23); KMT2A-MLLT4', 'C4329275')"
"('Germ Layers', 'C0017472')","('Adult Lymphocyte-Depleted Classical Hodgkin Lymphoma', 'C0279540')"
"('Buildup', 'C2986569')","('Mixed parotid tumor', 'C0345604')"
"('Visit', 'C0545082')","('Chronic Myelomonocytic Leukemia-2', 'C1333044')"
"('Five-year Survival Rate', 'C2986537')","('Unfavorable Non-Hodgkin Lymphoma', 'C2349020')"
"('Categories', 'C0683312')","('Stage 0 Penile Cancer AJCC v8', 'C4553780')"
"('Stem of Organ', 'C1186763')","('Thymic Clear Cell Carcinoma', 'C1333069')"
"('Malignant Neoplasms', 'C0006826')","('sarcoma of spinal cord', 'C1336049')"
"('Mammary Gland Parenchyma', 'C1521747')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('Both kidneys', 'C0227665')","('embryonal rhabdomyosarcoma of prostate', 'C1335508')"
"('Social group', 'C0687744')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('various antiinfectives and antiseptics for local oral treatment', 'C3540008')","('Breast Ductal Adenoma', 'C1511307')"
"('Neuroendocrine Tumors', 'C0206754')","('Mucinous neoplasm', 'C1334811')"
"('Affecting', 'C0392760')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Transection (procedure)', 'C0152060')","('Clonal Hematopoiesis of Indeterminate Potential', 'C4761612')"
"('Therapeutic procedure', 'C0087111')","('Cancer of Urinary Tract', 'C0751571')"
"('Spreading (qualifier value)', 'C0332261')","('Undifferentiated Neuroblastoma', 'C1519787')"
"('Treating', 'C1522326')","('Intraepithelial Melanocytic Hyperplasia', 'C1334256')"
"('Carcinoma of lung', 'C0684249')","('Benign Apocrine Neoplasm', 'C1332473')"
"('Childbirth', 'C1148523')","('Liver Lymphangioma', 'C3273073')"
"('Bulbomembranous Urethra', 'C1879903')","('Splenic Manifestation of B-Cell Prolymphocytic Leukemia', 'C1336061')"
"('Frequently', 'C0332183')","('Female Breast Carcinoma', 'C0007104')"
"('Sore to touch', 'C0234233')","('Grade 3a Malignant Neoplasm', 'C1333848')"
"('Urticaria', 'C0042109')","('Neoplasms, Unknown Primary', 'C0027667')"
"('Oral contraception', 'C0029151')","('Malignant Testicular Sertoli Cell Tumor', 'C1334626')"
"('Cell Count', 'C0007584')","('sarcoma of spinal cord', 'C1336049')"
"('Diagnosis', 'C0011900')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Common (qualifier value)', 'C0205214')","('Adenocarcinoma, intestinal type', 'C0334279')"
"('1980s', 'C0681757')","('Intraepithelial Melanocytic Hyperplasia', 'C1334256')"
"('Reduced', 'C0392756')","('Tonsillar Carcinoma', 'C0558355')"
"('Head and Neck Carcinoma', 'C3887461')","('Pancreatic Intraepithelial Neoplasia-3', 'C2987145')"
"('How Often Vomiting', 'C4084769')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('Diagnosis', 'C0011900')","('Female Breast Carcinoma', 'C0007104')"
"('PSA Level Less than Two', 'C4526661')","('Malignant melanoma of eyelid', 'C0339116')"
"('Hemangioma, Cavernous', 'C0018920')","('Granular Cell Leiomyosarcoma', 'C1333871')"
"('Basis - conceptual entity', 'C1527178')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Coloring Excipient', 'C1705245')","('Liver Lymphangioma', 'C3273073')"
"('Malignant Neoplasms', 'C0006826')","('Tonsillar Carcinoma', 'C0558355')"
"('Concept model range (foundation metadata concept)', 'C3542016')","('Botryoid-Type Embryonal Rhabdomyosarcoma', 'C1306573')"
"('Symptoms', 'C1457887')","('Localized Askin Tumor', 'C1321778')"
"('To', 'C1883351')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Overall Survival', 'C4086681')","('Pilocytic astrocytoma of cerebellum', 'C0349620')"
"('Different', 'C1705242')","('Carcinoma of urinary bladder, superficial', 'C1336527')"
"('Circulatory Process', 'C1516559')","('Low Grade Squamous Intraepithelial Neoplasia', 'C1302773')"
"('Cultured Cell Line', 'C0007600')","('Testicular cancer metastatic', 'C1096715')"
"('Event Seriousness - Significant', 'C1546944')","('Regional Urothelial Carcinoma of the Renal Pelvis and Ureter', 'C0280281')"
"('Tobacco smoking behavior', 'C0453996')","('Refractory Barrett Esophagus', 'C4763736')"
"('Histologic', 'C0205462')","('Cancer of Urinary Tract', 'C0751571')"
"('intent', 'C1283828')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Assortment', 'C2346866')","('mucinous adenocarcinoma of gallbladder', 'C1333750')"
"('Adult Lymphoma', 'C1332206')","('Localized Ewing Sarcoma', 'C0863029')"
"('Removed', 'C0849355')","('Malignant neoplasm of thalamus', 'C0346902')"
"('Uterus', 'C0042149')","('Cartilaginous exostosis', 'C0029423')"
"('Simple', 'C0205352')","('Spongiotic dermatitis', 'C0262984')"
"('Blood flow', 'C0232338')","('Stage II Gastric and Omental Gastrointestinal Stromal Tumor AJCC v8', 'C4526968')"
"('Human Papillomavirus Positive', 'C4288937')","('Metastatic Kidney Carcinoma', 'C4745248')"
"('metastatic qualifier', 'C1522484')","('Contact dermatitis due to alkali', 'C0263266')"
"('include - SetOperator', 'C1552866')","('benign mature teratoma of pancreas', 'C2063869')"
"('protein body', 'C1325683')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Alcohols', 'C0001975')","('Hodgkin lymphoma, nodular sclerosis, cellular phase', 'C0334627')"
"('Cells', 'C0007634')","('Stage III Adult Immunoblastic Lymphoma', 'C0280164')"
"('Malignant Neoplasms', 'C0006826')","('embryonal rhabdomyosarcoma of prostate', 'C1335508')"
"('Adult Diffuse Large B-Cell Lymphoma', 'C1332201')","('Adenocarcinoma, intestinal type', 'C0334279')"
"('Fluid Balance', 'C0016284')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
