CUI1,CUI2
"('Condition', 'C0348080')","('Epithelioid glioblastoma', 'C4289580')"
"('Type A', 'C4264487')","('verrucous carcinoma of esophagus', 'C1333470')"
"('Experimental Result', 'C2825142')","('Common wart', 'C0043037')"
"('Headache, CTCAE', 'C4553197')","('Childhood Glioblastoma', 'C0280474')"
"('Headache', 'C0018681')","('Neural Glioblastoma', 'C3828832')"
"('bony process', 'C1184743')","('Dedifferentiated Solitary Fibrous Tumor', 'C2699572')"
"('Usually', 'C3888388')","('Recurrent Childhood Anaplastic Oligoastrocytoma', 'C3897760')"
"('include - SetOperator', 'C1552866')","('Thyroid Gland Black Follicular Adenoma', 'C4744476')"
"('Malignant Neoplasms', 'C0006826')","('Childhood Glioblastoma', 'C0280474')"
"('Childhood Gliosarcoma', 'C3899658')","('gliosarcoma', 'C0206726')"
"('Benign', 'C0205183')","('Vulvar Warty Carcinoma', 'C1520102')"
"('How Much Nausea During This Period', 'C3829611')","('Glioblastoma by Gene Expression Profile', 'C3827194')"
"('Tissue Specimen Code', 'C1547928')","('Advanced Gastric Large Cell Neuroendocrine Carcinoma', 'C4744985')"
"('Unconscious State', 'C0041657')","('Recurrent Childhood Gliosarcoma', 'C3897750')"
"('Frequently', 'C0332183')","('Childhood Giant Cell Glioblastoma', 'C3899659')"
"('Main', 'C1542147')","('Secondary Supratentorial Anaplastic Astrocytoma', 'C1332288')"
"('Account number:Identifier:Point in time:^Patient:Nominal', 'C2741673')","('combined small cell carcinoma of lung', 'C1333125')"
"('Occur (action)', 'C1709305')","('Advanced Small Intestinal Neuroendocrine Carcinoma', 'C4744988')"
"('Characteristics', 'C1521970')","('Anaplastic Hemispheric Astrocytoma', 'C1332282')"
"('NCI CTEP SDC Astrocytoma, High Grade Sub-Category Terminology', 'C3641033')","('Recurrent Childhood Anaplastic Astrocytoma', 'C3897762')"
"('Term (temporal)', 'C1515273')","('Refractory Pancreatic Neuroendocrine Carcinoma', 'C4527255')"
"('Females', 'C0086287')","('gliosarcoma', 'C0206726')"
"('Changed status', 'C0443172')","('Anaplastic Brain Stem Astrocytoma', 'C1332279')"
"('Admission Level of Care Code - Improved', 'C1561611')","('Leukemia, Myeloid, Chronic-Phase', 'C0023474')"
"('Intermediate Mitosis-Karyorrhexis Index', 'C3889971')","('High Grade Ductal Breast Carcinoma In Situ', 'C1334002')"
"('Alteration', 'C1515926')","('Carcinosarcoma of ovary', 'C0392998')"
"('Togo', 'C0040363')","('Classical Glioblastoma', 'C3827253')"
"('Physical shape', 'C0700329')","('Borderline Ovarian Clear Cell Adenofibroma with Intraepithelial Carcinoma', 'C1511259')"
"('Short', 'C1806781')","('Refractory Lung Small Cell Carcinoma', 'C4743561')"
"('Type - attribute', 'C0332307')","('Anal Verrucous Carcinoma', 'C1332278')"
"('Small Cell Lung Cancer Pathway', 'C2984312')","('Refractory Lung Small Cell Carcinoma', 'C4743561')"
"('Metastatic Neoplasm', 'C2939420')","('Vaginal Warty Carcinoma', 'C1519937')"
"('Zinc Finger Protein GLI1', 'C4082593')","('Cerebellar Glioblastoma', 'C1332899')"
"('Malignant neoplasm of kidney', 'C0740457')","('Stage II Thyroid Gland Papillary Carcinoma Under 55 Years AJCC v8', 'C4683425')"
"('Most', 'C0205393')","('Encapsulated Variant Thyroid Gland Papillary Carcinoma', 'C4744519')"
"('Malignant Neoplasms', 'C0006826')","('Gastric Carcinoid Tumor', 'C0349529')"
"('Risk', 'C0035647')","('Refractory Uterine Corpus Carcinosarcoma', 'C4764209')"
"('Carcinoma, Small Cell', 'C0262584')","('Lung Small Cell Carcinoma by AJCC v7 Stage', 'C4526735')"
"('Decision', 'C0679006')","('Advanced Small Intestinal Small Cell Neuroendocrine Carcinoma', 'C4744989')"
"('Much', 'C4281574')","('Verrucous carcinoma of penis', 'C1336955')"
"('Severe (severity modifier)', 'C0205082')","('Childhood Giant Cell Glioblastoma', 'C3899659')"
"('Etiology aspects', 'C0015127')","('Childhood Brain Stem Gliosarcoma', 'C3887517')"
"('Carcinoma, Small Cell', 'C0262584')","('Metastatic Prostate Small Cell Carcinoma', 'C4763838')"
"('Adult', 'C0001675')","('Human Papillomavirus-Related Verrucous Carcinoma', 'C1334058')"
"('Precision - temporal', 'C1547902')","('Malignant Vulvar Phyllodes Tumor', 'C4288773')"
"('Prognostic Factors', 'C1514474')","('Intraductal Cribriform Breast Adenocarcinoma', 'C1334248')"
"('Stroke, CTCAE', 'C4554100')","('Multifocal Glioblastomas', 'C2985170')"
"('Very high', 'C0442804')","('Refractory Uterine Corpus Carcinosarcoma', 'C4764209')"
"('Sole of Foot', 'C0230463')","('Common wart', 'C0043037')"
"('Challenge', 'C0805586')","('Perivascular epithelioid tumor, malignant', 'C3839062')"
"('Treating', 'C1522326')","('Refractory Uterine Corpus Carcinosarcoma', 'C4764209')"
"('Neurological observations', 'C0422837')","('Pancreatic Large Cell Neuroendocrine Carcinoma', 'C2987239')"
"('Larynx', 'C0023078')","('Laryngeal verrucous carcinoma', 'C0280328')"
"('Negation', 'C1518422')","('Recurrent Childhood Anaplastic Oligodendroglioma', 'C3897759')"
"('2+ Score', 'C2827735')","('Refractory cytopenia with multilineage dysplasia', 'C0796466')"
"('Initially', 'C0205265')","('Brain Stem Glioblastoma', 'C1332610')"
"('Brain part', 'C0445620')","('Recurrent Childhood Anaplastic Oligodendroglioma', 'C3897759')"
"('Communications Media', 'C0009458')","('Epithelioid glioblastoma', 'C4289580')"
"('Blocking', 'C0332206')","('Somatostatinoma', 'C0037661')"
"('Aspects of signs', 'C0220912')","('Neural Glioblastoma', 'C3828832')"
"('Progress', 'C1280477')","('Childhood Gliosarcoma', 'C3899658')"
"('Recombinant Insulin', 'C1533581')","('insulinoma', 'C0021670')"
"('Including (qualifier)', 'C0332257')","('Recurrent Glioblastoma', 'C3897752')"
"('Headache', 'C0018681')","('Anaplastic Brain Stem Astrocytoma', 'C1332279')"
"('Most', 'C0205393')","('Adenoma, Sweat Gland', 'C0019522')"
"('Beginning', 'C0439659')","('Anaplastic Oligoastrocytoma', 'C0431108')"
"('Absence (morphologic abnormality)', 'C1689985')","('High Grade Ductal Breast Carcinoma In Situ', 'C1334002')"
"('Development', 'C1527148')","('Platinum-Resistant Lung Small Cell Carcinoma', 'C4764254')"
"('Cancer Genus', 'C0998265')","('Leukemia, Myeloid, Chronic-Phase', 'C0023474')"
"('*Type - Kind of quantity', 'C1547052')","('Stage I Lung Small Cell Carcinoma AJCC v7', 'C1336482')"
"('MULTISYSTEM DISORDER', 'C0559758')","('Histiocytosis, Langerhans-Cell', 'C0019621')"
"('various other nasal preparations in ATC', 'C3540761')","('Recurrent Childhood Anaplastic Astrocytoma', 'C3897762')"
"('Sarcoma - category (morphologic abnormality)', 'C1299262')","('Uterine Carcinosarcoma, Heterologous Type', 'C3827678')"
"('Secretory Vesicles', 'C0886515')","('Metastatic Digestive System Neuroendocrine Carcinoma', 'C4744461')"
"('Milk Specimen', 'C0444318')","('High Grade Ductal Breast Carcinoma In Situ', 'C1334002')"
"('Unknown', 'C0439673')","('Anaplastic Brain Stem Astrocytoma', 'C1332279')"
"('Most', 'C0205393')","('Perivascular epithelioid tumor, malignant', 'C3839062')"
"('Grade', 'C0441800')","('Intraductal Cribriform Breast Adenocarcinoma', 'C1334248')"
"('Unspecified', 'C0205370')","('Brain Stem Glioblastoma', 'C1332610')"
"('Referring', 'C0205543')","('Refractory Pancreatic Neuroendocrine Carcinoma', 'C4527255')"
"('Chromosomal translocation', 'C0040715')","('Leukemia, Myeloid, Chronic-Phase', 'C0023474')"
"('To', 'C1883351')","('Adult Gliosarcoma', 'C1541317')"
"('Adult', 'C0001675')","('Childhood Giant Cell Glioblastoma', 'C3899659')"
"('Base of the Brain', 'C1511067')","('Anaplastic Hemispheric Astrocytoma', 'C1332282')"
"('Percent (qualifier value)', 'C0439165')","('Infratentorial Glioblastoma', 'C1334184')"
"('Cartilage', 'C0007301')","('Alveolar soft part sarcoma metastatic', 'C0855036')"
"('Classification of information', 'C0678229')","('Follicular Variant Thyroid Gland Papillary Carcinoma, Encapsulated Subtype with Invasion', 'C4745260')"
"('Nausea', 'C0027497')","('Brain Stem Glioblastoma', 'C1332610')"
"('shared attribute', 'C1522138')","('Recurrent Childhood Anaplastic Oligoastrocytoma', 'C3897760')"
"('Confirmation', 'C0750484')","('Refractory Uterine Corpus Carcinosarcoma', 'C4764209')"
"('Papillary', 'C0205312')","('High Grade Ductal Breast Carcinoma In Situ', 'C1334002')"
"('75', 'C4319621')","('Stage II Thyroid Gland Papillary Carcinoma 55 Years and Older AJCC v8', 'C4683426')"
"('Cholecystolithiasis', 'C0947622')","('Somatostatinoma', 'C0037661')"
"('Carcinoma', 'C0007097')","('Childhood Lung Small Cell Carcinoma', 'C3899641')"
"('Sweat Glands', 'C0038989')","('Adenoma, Sweat Gland', 'C0019522')"
"('To', 'C1883351')","('Multifocal Glioblastomas', 'C2985170')"
"('Human body structure', 'C0460148')","('Intermediate Atypical Prostate Carcinoma', 'C4527149')"
"('Stroke, CTCAE', 'C4554100')","('MGMT-Unmethylated Glioblastoma', 'C4330601')"
"('Degree or extent', 'C0449286')","('Anal Verrucous Carcinoma', 'C1332278')"
"('Tissue Donors', 'C0040288')","('Refractory cytopenia with multilineage dysplasia', 'C0796466')"
"('Cure (remedy)', 'C1880198')","('combined small cell carcinoma of lung', 'C1333125')"
"('Trunk structure', 'C0460005')","('Adenoma, Sweat Gland', 'C0019522')"
"('Antibiotics, ophthalmologic', 'C3540710')","('Refractory cytopenia with multilineage dysplasia', 'C0796466')"
"('Classification of information', 'C0678229')","('Cystadenofibroma', 'C0334317')"
"('CEL gene', 'C1413336')","('Malignant Vulvar Phyllodes Tumor', 'C4288773')"
"('Point', 'C3714763')","('Human Papillomavirus-Related Verrucous Carcinoma', 'C1334058')"
"('Second edition', 'C0441795')","('Oncocytic Variant Thyroid Gland Papillary Carcinoma', 'C1709312')"
"('Brain', 'C0006104')","('Glioblastoma multiforme of spinal cord', 'C0559185')"
"('Diagnosis', 'C0011900')","('Refractory cytopenia with multilineage dysplasia', 'C0796466')"
"('Average of Value Derivation Technique', 'C2825518')","('Refractory Uterine Corpus Carcinosarcoma', 'C4764209')"
"('Common (qualifier value)', 'C0205214')","('Stage II Thyroid Gland Papillary Carcinoma 55 Years and Older AJCC v8', 'C4683426')"
"('Vaginal wall', 'C0447612')","('Vaginal Warty Carcinoma', 'C1519937')"
"('N+ (tumor staging)', 'C0441922')","('Recurrent Childhood Anaplastic Oligoastrocytoma', 'C3897760')"
"('seen', 'C0205397')","('Bladder squamous cell carcinoma stage 0', 'C0855187')"
"('Sharing (Social Behavior)', 'C0237876')","('Advanced Gastric Neuroendocrine Carcinoma', 'C4744984')"
"('Non-small cell carcinoma', 'C1266002')","('Metastatic Prostate Small Cell Carcinoma', 'C4763838')"
"('Stroke, CTCAE', 'C4554100')","('Neural Glioblastoma', 'C3828832')"
"('Brain', 'C0006104')","('Recurrent Childhood Anaplastic Astrocytoma', 'C3897762')"
"('Renal Cell Carcinoma', 'C0007134')","('Stage II Thyroid Gland Papillary Carcinoma Under 55 Years AJCC v8', 'C4683425')"
"('Chemotherapy, Adjuvant', 'C0085533')","('Small cell carcinoma of lung', 'C0149925')"
"('Adult Myelodysplastic Syndrome', 'C3900098')","('Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative', 'C1292772')"
"('leukocyte proliferation', 'C0598773')","('Histiocytosis, Langerhans-Cell', 'C0019621')"
"('Lymphoma', 'C0024299')","('Malignant Vulvar Phyllodes Tumor', 'C4288773')"
"('Chest Pain', 'C0008031')","('Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7', 'C1336231')"
"('Time (foundation metadata concept)', 'C3541383')","('Cystadenofibroma', 'C0334317')"
"('Esthesia', 'C0036658')","('Secondary Supratentorial Anaplastic Astrocytoma', 'C1332288')"
"('health and disease', 'C0679215')","('Borderline Ovarian Endometrioid Adenofibroma', 'C1511262')"
"('More', 'C0205172')","('Bladder squamous cell carcinoma stage 0', 'C0855187')"
"('Excretory function', 'C0221102')","('Anal Verrucous Carcinoma', 'C1332278')"
"('Similarity', 'C2348205')","('Mesenchymal Glioblastoma', 'C3829122')"
"('Categories', 'C0683312')","('Intraductal Cribriform Breast Adenocarcinoma', 'C1334248')"
"('Bladder Cancer Pathway', 'C2984270')","('Bladder squamous cell carcinoma stage 0', 'C0855187')"
"('Ability', 'C0085732')","('Childhood Anaplastic Oligoastrocytoma', 'C3899676')"
"('Primary malignant neoplasm', 'C1306459')","('Recurrent Childhood Anaplastic Oligodendroglioma', 'C3897759')"
"('Economic supply', 'C0699914')","('Epithelioid glioblastoma', 'C4289580')"
"('Type - attribute', 'C0332307')","('Stage IIIB Lung Small Cell Carcinoma with Pleural Effusion AJCC v7', 'C1336231')"
"('Associated topography', 'C2945842')","('Refractory Lung Small Cell Carcinoma', 'C4743561')"
"('melanoma', 'C0025202')","('Malignant Vulvar Phyllodes Tumor', 'C4288773')"
"('Object Class', 'C1518526')","('Malignant Vulvar Phyllodes Tumor', 'C4288773')"
"('Offspring', 'C0680063')","('Juvenile Pilocytic Astrocytoma', 'C0280783')"
"('Subependymal Giant Cell Astrocytoma', 'C0205768')","('Anaplastic Hemispheric Astrocytoma', 'C1332282')"
"('Contain (action)', 'C2700400')","('Infratentorial Glioblastoma', 'C1334184')"
"('One', 'C0205447')","('Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative', 'C1292772')"
"('nonspecific', 'C0750540')","('Glioblastoma, IDH-Mutant', 'C1519214')"
"('Component (part)', 'C1705248')","('Uterine Carcinosarcoma, Heterologous Type', 'C3827678')"
"('Physical findings', 'C0311392')","('Intraductal Cribriform Breast Adenocarcinoma', 'C1334248')"
"('Abnormal Cell Count', 'C3811057')","('Anaplastic Brain Stem Astrocytoma', 'C1332279')"
"('Status post', 'C0231290')","('Malignant Vulvar Phyllodes Tumor', 'C4288773')"
"('Occurrence Indicator', 'C4284875')","('Duodenal Somatostatin-Producing Neuroendocrine Tumor', 'C1333320')"
"('Well', 'C3146287')","('Juvenile Pilocytic Astrocytoma', 'C0280783')"
"('Administration procedure', 'C1533734')","('Refractory Uterine Corpus Carcinosarcoma', 'C4764209')"
"('Anaplastic astrocytoma', 'C0334579')","('Anaplastic Hemispheric Astrocytoma', 'C1332282')"
"('3+ Answer to Question', 'C3838680')","('Small cell lung cancer extensive stage', 'C0278726')"
"('*Type - Kind of quantity', 'C1547052')","('Columnar Cell Variant Thyroid Gland Papillary Carcinoma', 'C1333120')"
"('Abnormal cell', 'C0333717')","('High Grade Ductal Breast Carcinoma In Situ', 'C1334002')"
"('Study', 'C2603343')","('Adult Gliosarcoma', 'C1541317')"
"('Observation Interpretation - intermediate', 'C1550465')","('High Grade Ductal Breast Carcinoma In Situ', 'C1334002')"
"('+2', 'C0740116')","('Platinum-Resistant Lung Small Cell Carcinoma', 'C4764254')"
"('Tissue Specimen Code', 'C1547928')","('Thyroid Gland Black Follicular Adenoma', 'C4744476')"
"('Human body structure', 'C0460148')","('Advanced Small Intestinal Large Cell Neuroendocrine Carcinoma', 'C4744990')"
"('Outlines (document)', 'C0600661')","('Recurrent Childhood Anaplastic Astrocytoma', 'C3897762')"
"('Visual Impairment', 'C3665347')","('Childhood Glioblastoma', 'C0280474')"
"('Previous', 'C0205156')","('Refractory cytopenia with multilineage dysplasia', 'C0796466')"
"('Body tissue', 'C0040300')","('Intermediate Atypical Prostate Carcinoma', 'C4527149')"
"('Characterization', 'C1880022')","('Anaplastic Oligoastrocytoma', 'C0431108')"
"('Data operation - complete', 'C3853530')","('Bladder squamous cell carcinoma stage 0', 'C0855187')"
"('Primary', 'C0205225')","('Anaplastic Brain Stem Astrocytoma', 'C1332279')"
"('Usual', 'C3538928')","('Refractory Uterine Corpus Carcinosarcoma', 'C4764209')"
"('CDISC SEND Tumor Findings Results Terminology', 'C2981607')","('Recurrent Childhood Giant Cell Glioblastoma', 'C3897753')"
"('Similarity', 'C2348205')","('MGMT-Unmethylated Glioblastoma', 'C4330601')"
"('Sex Behavior', 'C0036864')","('Human Papillomavirus-Related Verrucous Carcinoma', 'C1334058')"
"('Associated with', 'C0332281')","('Leukemia, Myeloid, Chronic-Phase', 'C0023474')"
"('oligodendroglioma', 'C0028945')","('Anaplastic Oligodendroglioma', 'C0280790')"
"('Manufactured form', 'C0376315')","('insulinoma', 'C0021670')"
"('Retraction (finding)', 'C0332523')","('Warty Carcinoma of the Penis', 'C1337009')"
"('Persons', 'C0027361')","('Recurrent Childhood Anaplastic Astrocytoma', 'C3897762')"
"('Palmitic Acid', 'C0030234')","('Malignant Vulvar Phyllodes Tumor', 'C4288773')"
"('System (unit of presentation)', 'C4318427')","('malignant gastrinoma of pancreas', 'C1881585')"
"('Carrying', 'C0206243')","('malignant gastrinoma of pancreas', 'C1881585')"
"('Brain part', 'C0445620')","('Anaplastic Hemispheric Astrocytoma', 'C1332282')"
"('Include (action)', 'C2700399')","('Glioblastoma by Gene Expression Profile', 'C3827194')"
"('What subject filter - Result', 'C1546471')","('Locally Advanced Epithelioid Hemangioendothelioma', 'C4687513')"
"('Entity Determiner - specific', 'C1552740')","('Oncocytic Variant Thyroid Gland Papillary Carcinoma', 'C1709312')"
"('Call (Instruction)', 'C1947967')","('Recurrent Childhood Anaplastic Astrocytoma', 'C3897762')"
"('Vulval intraepithelial neoplasia', 'C0346210')","('Vulvar Warty Carcinoma', 'C1520102')"
"('Coding', 'C0009219')","('Borderline Ovarian Endometrioid Adenofibroma', 'C1511262')"
"('Malignant neoplasm of lung', 'C0242379')","('Stage II Lung Small Cell Carcinoma AJCC v7', 'C1336318')"
"('Pelvic Inflammatory Disease', 'C0242172')","('Borderline Ovarian Mucinous Adenofibroma', 'C1881912')"
"('Experimental Result', 'C2825142')","('Locally Advanced Epithelioid Hemangioendothelioma', 'C4687513')"
"('Offspring', 'C0680063')","('Recurrent Childhood Anaplastic Oligoastrocytoma', 'C3897760')"
"('Type A', 'C4264487')","('Adenoma, Sweat Gland', 'C0019522')"
"('Device system', 'C3888058')","('Glioblastoma with Primitive Neuronal Component', 'C4289034')"
"('Nausea, CTCAE 5.0', 'C4553767')","('MGMT-Unmethylated Glioblastoma', 'C4330601')"
"('Specific qualifier value', 'C0205369')","('Dedifferentiated Solitary Fibrous Tumor', 'C2699572')"
"('Central Nervous System', 'C3714787')","('Recurrent Childhood Anaplastic Astrocytoma', 'C3897762')"
"('Difficulty walking', 'C0311394')","('Childhood Brain Glioblastoma', 'C4554065')"
"('Ten', 'C0205456')","('Somatostatinoma', 'C0037661')"
"('Diagnostic Imaging', 'C0011923')","('Bladder squamous cell carcinoma stage 0', 'C0855187')"
"('Thyroid Gland Malformation', 'C0877367')","('Thyroid Gland Black Follicular Adenoma', 'C4744476')"
"('Type - attribute', 'C0332307')","('Metastatic Gastric Neuroendocrine Carcinoma', 'C4744983')"
"('Psychological inhibition', 'C0021467')","('Pancreatic Somatostatinoma', 'C1368041')"
"('Dietary Lead', 'C2348269')","('Thyroid Gland Black Follicular Adenoma', 'C4744476')"
"('Aspects of signs', 'C0220912')","('Glioblastoma multiforme of spinal cord', 'C0559185')"
"('N not otherwise specified Antibody', 'C0369718')","('Childhood Anaplastic Oligoastrocytoma', 'C3899676')"
"('Smoking', 'C0037369')","('Warty Carcinoma of the Penis', 'C1337009')"
"('Tryptophanase', 'C0041260')","('Recurrent Glioblastoma', 'C3897752')"
"('Body Parts - Canal', 'C1550227')","('Digital papillary eccrine carcinoma of skin', 'C1367789')"
"('Mild (qualifier value)', 'C2945599')","('Glucagonoma', 'C0017689')"
"('How Often Nausea', 'C4084796')","('Brain Stem Glioblastoma', 'C1332610')"
"('Call (Instruction)', 'C1947967')","('Malignant Vulvar Phyllodes Tumor', 'C4288773')"
"('Stem cell transplant', 'C1504389')","('Refractory cytopenia with multilineage dysplasia', 'C0796466')"
"('survival aspects', 'C0220921')","('Refractory Lung Small Cell Carcinoma', 'C4743561')"
"('CDISC SEND Tumor Findings Results Terminology', 'C2981607')","('Childhood Gliosarcoma', 'C3899658')"
"('axon bundle', 'C0684137')","('Glioblastoma with Primitive Neuronal Component', 'C4289034')"
"('Temperature', 'C0039476')","('Epithelioid glioblastoma', 'C4289580')"
"('Experimental Result', 'C2825142')","('Refractory cytopenia with multilineage dysplasia', 'C0796466')"
"('Diversity', 'C1880371')","('Carcinosarcoma of ovary', 'C0392998')"
"('Astrocytes', 'C0004112')","('Childhood Pilocytic Astrocytoma', 'C1332995')"
"('Characterization', 'C1880022')","('Leukemia, Myeloid, Chronic-Phase', 'C0023474')"
"('Cystic', 'C0205207')","('Juvenile Pilocytic Astrocytoma', 'C0280783')"
"('Normal', 'C0205307')","('Refractory anemia with ringed sideroblasts', 'C1264195')"
"('Ovary', 'C0029939')","('Borderline Ovarian Mucinous Adenofibroma', 'C1881912')"
"('Classification', 'C0008902')","('Follicular Variant Thyroid Gland Papillary Carcinoma, Encapsulated Subtype with Invasion', 'C4745260')"
"('Frequently', 'C0332183')","('Duodenal Somatostatin-Producing Neuroendocrine Tumor', 'C1333320')"
"('Location', 'C0450429')","('Recurrent Anaplastic Oligoastrocytoma', 'C3897760')"
"('Blood Transfusion', 'C0005841')","('Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative', 'C1292772')"
"('Progress', 'C1280477')","('Multifocal Glioblastomas', 'C2985170')"
"('Generic Role', 'C1705810')","('Thyroid Gland Black Follicular Adenoma', 'C4744476')"
"('Easy', 'C0332219')","('Juvenile Pilocytic Astrocytoma', 'C0280783')"
"('Clonality', 'C1704387')","('Histiocytosis, Langerhans-Cell', 'C0019621')"
"('Biologic Development', 'C0678723')","('Small cell lung cancer extensive stage', 'C0278726')"
"('Process of secretion', 'C0036536')","('Adenoma, Sweat Gland', 'C0019522')"
"('Highest', 'C1522410')","('Digital papillary eccrine carcinoma of skin', 'C1367789')"
"('Metastasis', 'C4255448')","('Gastric Carcinoid Tumor', 'C0349529')"
"('Observation - diagnostic procedure', 'C1964257')","('Carcinosarcoma of ovary', 'C0392998')"
"('Effectiveness', 'C1280519')","('Intraductal Cribriform Breast Adenocarcinoma', 'C1334248')"
"('Order (arrangement)', 'C1705176')","('Refractory anemia with ringed sideroblasts', 'C1264195')"
"('Dorsal', 'C0205095')","('Urethral Verrucous Carcinoma', 'C1519827')"
"('Carcinoma, Small Cell', 'C0262584')","('Small cell carcinoma of lung', 'C0149925')"
"('International Classification of Disease for Oncology', 'C1512892')","('Oncocytic Variant Thyroid Gland Papillary Carcinoma', 'C1709312')"
"('Type A', 'C4264487')","('Borderline Ovarian Serous Adenofibroma', 'C1511266')"
"('Presentation', 'C0449450')","('Recurrent Childhood Pilocytic Astrocytoma', 'C3897746')"
"('Hormonal', 'C0458083')","('Refractory Pancreatic Neuroendocrine Carcinoma', 'C4527255')"
"('Outlines (document)', 'C0600661')","('Childhood Giant Cell Glioblastoma', 'C3899659')"
"('Needs', 'C0027552')","('Refractory anemia with ringed sideroblasts', 'C1264195')"
"('American College of Cardiology/American Heart Association Lesion Complexity Score C', 'C3272283')","('Refractory Uterine Corpus Carcinosarcoma', 'C4764209')"
"('Obese build', 'C0424612')","('Locally Advanced Epithelioid Hemangioendothelioma', 'C4687513')"
"('Entity Determiner - specific', 'C1552740')","('Borderline Ovarian Endometrioid Adenofibroma', 'C1511262')"
"('Multiple Myeloma', 'C0026764')","('Adult Grade III Lymphomatoid Granulomatosis', 'C1541468')"
"('Term (lexical)', 'C1705313')","('Alveolar soft part sarcoma metastatic', 'C0855036')"
"('Pediculus humanus capitis (eukaryote)', 'C0411280')","('Borderline Ovarian Endometrioid Cystadenofibroma', 'C1332595')"
"('Further', 'C1517331')","('Borderline Ovarian Serous Adenofibroma', 'C1511266')"
"('Meaning', 'C0876919')","('Metastatic Extraskeletal Myxoid Chondrosarcoma', 'C1708996')"
"('Perivascular Epithelioid Cell', 'C1704617')","('Perivascular epithelioid tumor, malignant', 'C3839062')"
"('imatinib', 'C0935989')","('Recurrent Pancreatic Neuroendocrine Carcinoma', 'C3897732')"
"('Goes <invertebrate>', 'C1947959')","('Childhood Brain Stem Gliosarcoma', 'C3887517')"
"('Name', 'C0027365')","('Refractory anemia with ringed sideroblasts', 'C1264195')"
"('Cartilage', 'C0007301')","('Malignant Vulvar Phyllodes Tumor', 'C4288773')"
"('Science of Etiology', 'C1524003')","('Neural Glioblastoma', 'C3828832')"
"('Carcinoid Tumor', 'C0007095')","('Metastatic Digestive System Neuroendocrine Tumor G1', 'C3891404')"
"('include - SetOperator', 'C1552866')","('Macrofollicular Variant Thyroid Gland Papillary Carcinoma', 'C1708851')"
"('Reported Term', 'C2826302')","('Pancreatic Large Cell Neuroendocrine Carcinoma', 'C2987239')"
"('Form:Finding:Point in time:{Setting}:Document:{Role}', 'C4255237')","('Anaplastic Brain Stem Astrocytoma', 'C1332279')"
"('With color', 'C0522507')","('Sebaceous adenoma', 'C1368816')"
"('Life', 'C0376558')","('Juvenile Pilocytic Astrocytoma', 'C0280783')"
"('Form:Finding:Point in time:{Setting}:Document:{Role}', 'C4255237')","('Refractory Pancreatic Neuroendocrine Carcinoma', 'C4527255')"
"('2+', 'C3833492')","('Borderline Ovarian Serous Adenofibroma', 'C1511266')"
"('Cancer Genus', 'C0998265')","('Malignant Vulvar Phyllodes Tumor', 'C4288773')"
"('PDGFRB gene', 'C1335202')","('Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative', 'C1292772')"
"('Known', 'C0205309')","('Adenoma, Sweat Gland', 'C0019522')"
"('Treated with', 'C0332293')","('Intraductal Cribriform Breast Adenocarcinoma', 'C1334248')"
"('To', 'C1883351')","('Neural Glioblastoma', 'C3828832')"
"('95', 'C4517906')","('Warty Carcinoma of the Penis', 'C1337009')"
"('What subject filter - Result', 'C1546471')","('Human Papillomavirus-Related Verrucous Carcinoma', 'C1334058')"
"('Malignant Vipoma', 'C1881600')","('Pancreatic Vipoma', 'C0011993')"
"('Percent inhibition', 'C1628982')","('Pancreatic Somatostatinoma', 'C1368041')"
"('Common Specifications in HL7 V3 Publishing', 'C3245511')","('Recurrent Childhood Anaplastic Astrocytoma', 'C3897762')"
"('To', 'C1883351')","('insulinoma', 'C0021670')"
"('Brain', 'C0006104')","('Brain Glioblastoma', 'C0349543')"
"('Not significant', 'C1273937')","('Digital papillary eccrine carcinoma of skin', 'C1367789')"
"('Result', 'C1274040')","('Glucagonoma', 'C0017689')"
"('>90', 'C0439083')","('Uterine Corpus Carcinosarcoma', 'C1704376')"
"('Including (qualifier)', 'C0332257')","('Uterine Corpus Carcinosarcoma', 'C1704376')"
"('Known', 'C0205309')","('Leukemia, Myeloid, Chronic-Phase', 'C0023474')"
"('treatment - ActInformationManagementReason', 'C3887704')","('Recurrent Pancreatic Neuroendocrine Carcinoma', 'C3897732')"
"('Occurrence Indicator', 'C4284875')","('Gastric Carcinoid Tumor', 'C0349529')"
"('Post', 'C0687676')","('Platinum-Sensitive Lung Small Cell Carcinoma', 'C4764256')"
"('Common (qualifier value)', 'C0205214')","('Gastric Carcinoid Tumor', 'C0349529')"
"('Frequently', 'C0332183')","('Metastatic Gastric Neuroendocrine Carcinoma', 'C4744983')"
"('Hormonal', 'C0458083')","('Ampulla of Vater Somatostatin-Producing Neuroendocrine Tumor', 'C3272484')"
"('Life Threatening or Disabling Adverse Event', 'C3537125')","('Intraductal Cribriform Breast Adenocarcinoma', 'C1334248')"
"('Clinical Observation', 'C3889687')","('Uterine Carcinosarcoma, Heterologous Type', 'C3827678')"
"('Menopause present (finding)', 'C0567312')","('Borderline Ovarian Mucinous Adenofibroma', 'C1881912')"
