CUI1,CUI2
"('Bone Marrow', 'C0005953')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('year', 'C0439234')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('3+ Score', 'C2827736')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Have Been Coughing', 'C3274924')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Did not receive therapy or drug for', 'C0332155')","('Epipodophyllotoxin-Related Myelodysplastic Syndrome', 'C1333418')"
"('Infratentorial', 'C0441939')","('Malignant neoplasm of choroid', 'C0153630')"
"('Aggressive behavior', 'C0001807')","('Breast Ductal Adenoma', 'C1511307')"
"('Near', 'C1706276')","('Recurrent Uveal Melanoma', 'C0278870')"
"('Combined', 'C0205195')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Case (situation)', 'C0868928')","('Unfavorable Non-Hodgkin Lymphoma', 'C2349020')"
"('Increased', 'C0205217')","('Female Breast Carcinoma', 'C0007104')"
"('Alcohols', 'C0001975')","('Adult Hepatocellular Carcinoma', 'C0279607')"
"('CD69 wt Allele', 'C3540471')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('Case (situation)', 'C0868928')","('Intestinal Metaplasia of Bladder Urothelium', 'C1512907')"
"('Followed by', 'C0332283')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Common (qualifier value)', 'C0205214')","('adenoid cystic carcinoma of lung', 'C1334439')"
"('One', 'C0205447')","('Pilocytic astrocytoma of cerebellum', 'C0349620')"
"('Classification of information', 'C0678229')","('Leptomeningeal sarcoma', 'C1384416')"
"('risk factors', 'C0035648')","('Pancreatic Intraepithelial Neoplasia-3', 'C2987145')"
"('Well', 'C3146287')","('Pilocytic astrocytoma of cerebellum', 'C0349620')"
"('Skin Specimen', 'C0444099')","('Angiosarcoma of liver', 'C0345907')"
"('2+ Score', 'C2827735')","('Localized Askin Tumor', 'C1321778')"
"('CDISC SDTM Route of Administration Terminology', 'C1879941')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('Qualitative form', 'C0348078')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
"('Before values', 'C0740175')","('Lung squamous cell carcinoma stage I', 'C0854991')"
"('Different', 'C1705242')","('Blepharal carcinoma', 'C0920196')"
"('Covered (qualifier value)', 'C0439844')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Body part', 'C0229962')","('Stage IB Lung Cancer AJCC v7', 'C1336138')"
"('PFDN5 gene', 'C1418486')","('Maxillary Sinus Adenocarcinoma', 'C1334642')"
"('Benign', 'C0205183')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Burkina Faso', 'C0006409')","('Malignant melanoma of eyelid', 'C0339116')"
"('Include (action)', 'C2700399')","('Childhood Lymphoma', 'C1332979')"
"('Clinical', 'C0205210')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Symptoms', 'C1457887')","('Regional Urothelial Carcinoma of the Renal Pelvis and Ureter', 'C0280281')"
"('Tobacco smoking behavior', 'C0453996')","('Refractory Barrett Esophagus', 'C4763736')"
"('Etiology', 'C1314792')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('True', 'C0205238')","('Benign Apocrine Neoplasm', 'C1332473')"
"('Complete', 'C0205197')","('Bladder squamous cell carcinoma stage I', 'C0855188')"
"('Coloring Excipient', 'C1705245')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('Liquid substance', 'C0302908')","('Spongiotic dermatitis', 'C0262984')"
"('Body tissue', 'C0040300')","('Bladder squamous cell carcinoma stage I', 'C0855188')"
"('Lymphoma, Non-Hodgkin', 'C0024305')","('Primary Cutaneous Plasmablastic Lymphoma', 'C1709659')"
"('Death Adverse Event Not Associated with More Specific CTCAE Term NOS', 'C4082313')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Frequently', 'C0332183')","('Unresectable Rhabdomyosarcoma', 'C4726599')"
"('combination of objects', 'C1947911')","('Carcinoma of urinary bladder, superficial', 'C1336527')"
"('Including (qualifier)', 'C0332257')","('Methotrexate-Associated Hodgkin Lymphoma', 'C1334748')"
"('Specific qualifier value', 'C0205369')","('Adult Hepatocellular Carcinoma', 'C0279607')"
"('Object Relationship', 'C1706279')","('Refractory Barrett Esophagus', 'C4763736')"
"('Eczema, severe', 'C2673465')","('Spongiotic dermatitis', 'C0262984')"
"('Extremely Agree', 'C4085556')","('Placental aromatase deficiency', 'C1960540')"
"('Science of Statistics', 'C0038215')","('Noninfiltrating Intraductal Carcinoma', 'C0007124')"
"('Japanese language', 'C0376247')","('Unresectable Rhabdomyosarcoma', 'C4726599')"
"('Type A', 'C4264487')","('gliosarcoma', 'C0206726')"
"('Malignant Childhood Neoplasm', 'C0278704')","('Stage II Fallopian Tube Cancer', 'C1378105')"
"('Sarcoma - category (morphologic abnormality)', 'C1299262')","('Adult Alveolar Soft Part Sarcoma', 'C0279544')"
"('Manufactured sign', 'C0220913')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Gait normal', 'C0231683')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('Age at menopause:Time:Point in time:^Patient:Quantitative', 'C1625754')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('NCI CTEP SDC Cervical Cancer Sub-Category Terminology', 'C3539064')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Back structure, excluding neck', 'C1995000')","('Recurrent Uveal Melanoma', 'C0278870')"
"('removal technique', 'C0015252')","('Malignant Testicular Sertoli Cell Tumor', 'C1334626')"
"('IgY', 'C0063355')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('Poor oral hygiene', 'C0457640')","('Tonsillar Carcinoma', 'C0558355')"
"('Slightly Able', 'C4321403')","('Malignant melanoma of eyelid', 'C0339116')"
"('Adult human body', 'C4082212')","('Testicular cancer metastatic', 'C1096715')"
"('New Zealand Rabbits', 'C0324547')","('Malignant melanoma of eyelid', 'C0339116')"
"('Vaginal Neoplasms', 'C0042258')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('Lymphoma, Non-Hodgkin', 'C0024305')","('Unfavorable Non-Hodgkin Lymphoma', 'C2349020')"
"('Then', 'C1883708')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Cancer Biology', 'C1516164')","('Female Breast Carcinoma', 'C0007104')"
"('Definition', 'C1704788')","('gliosarcoma', 'C0206726')"
"('Impaired skin integrity', 'C4048181')","('Malignant melanoma of eyelid', 'C0339116')"
"('Tryptophanase', 'C0041260')","('Localized Askin Tumor', 'C1321778')"
"('Medical Device Emits Smoke', 'C1881674')","('Refractory Barrett Esophagus', 'C4763736')"
"('Nephron brand of racepinephrine hydrochloride', 'C0722058')","('Collecting Duct Carcinoma of the Kidney', 'C1266044')"
"('Inguinal region', 'C0018246')","('Hodgkin lymphoma, nodular sclerosis, cellular phase', 'C0334627')"
"('Pancreatic Cyst', 'C0030283')","('Mucinous neoplasm', 'C1334811')"
"('Relationship by association', 'C0699792')","('BRCA2 Syndrome', 'C1332443')"
"('Physical findings', 'C0311392')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('Nodular Lymphocyte Predominant Hodgkin Lymphoma', 'C1334968')","('Childhood Lymphoma', 'C1332979')"
"('Nodular (qualifier value)', 'C0205297')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Skin, Human', 'C4520765')","('Angiosarcoma of liver', 'C0345907')"
"('Value Above Reference Range', 'C2700149')","('Recurrent Uveal Melanoma', 'C0278870')"
"('Basis - conceptual entity', 'C1527178')","('Advanced Uterine Corpus Carcinosarcoma', 'C4764211')"
"('Referral placed', 'C1691010')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('soft tissue', 'C0225317')","('Angiosarcoma of liver', 'C0345907')"
"('Vaginal neoplasia', 'C0750081')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('Pelvis', 'C0030797')","('Uterine Cancer', 'C0153567')"
"('majority', 'C0680220')","('adenosquamous carcinoma of breast', 'C1510796')"
"('Occurrence Indicator', 'C4284875')","('Familial Adenomatous Polyposis Associated Medulloblastoma', 'C1333598')"
"('Result', 'C1274040')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Viola tricolor extract', 'C0771636')","('Extracranial Neuroblastoma', 'C1333499')"
"('Tumor cells, malignant', 'C0334227')","('ALK positive large B-cell lymphoma', 'C1333294')"
"('Sequence Data Type', 'C3272378')","('Secondary malignant neoplasm of lymph node', 'C0686619')"
"('Skin condition (observable entity)', 'C1719933')","('Ichthyosis, X-Linked', 'C0079588')"
"('Usually', 'C3888388')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('Life Threatening', 'C2826244')","('Breast Ductal Adenoma', 'C1511307')"
"('Etiology', 'C1314792')","('Hemangioma, Cavernous, Central Nervous System', 'C0752160')"
"('Site', 'C0205145')","('Testicular cancer metastatic', 'C1096715')"
"('Hyperlink', 'C1704666')","('Adult Hepatocellular Carcinoma', 'C0279607')"
"('Frequently', 'C0332183')","('Methotrexate-Associated Hodgkin Lymphoma', 'C1334748')"
"('Gastroesophageal Reflux Disease, CTCAE', 'C4553201')","('Refractory Barrett Esophagus', 'C4763736')"
"('History of previous events', 'C2004062')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Liquid Tumor', 'C3890429')","('Clonal Hematopoiesis of Indeterminate Potential', 'C4761612')"
"('shared attribute', 'C1522138')","('Heavy Chain Deposition Disease', 'C1333947')"
"('Abnormal host response', 'C0686794')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Pelvic Pain, CTCAE 5.0', 'C4554551')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Increase in size since previous mammogram', 'C1268652')","('Malignant melanoma of eyelid', 'C0339116')"
"('North America', 'C0028405')","('Bladder squamous cell carcinoma stage I', 'C0855188')"
"('1+ Score', 'C2827734')","('Metastatic Neoplasm to the Gallbladder', 'C0686112')"
"('Individual', 'C0237401')","('Benign neoplasm of thorax', 'C0346440')"
"('Reaction', 'C0443286')","('Benign Apocrine Neoplasm', 'C1332473')"
"('Breast Carcinoma', 'C0678222')","('Female Breast Carcinoma', 'C0007104')"
"('Usually Need Help from Another Person for Reach', 'C4321250')","('Blepharal carcinoma', 'C0920196')"
"('diagnosis aspect', 'C1704338')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('Squamous cell carcinoma', 'C0007137')","('Tonsillar Carcinoma', 'C0558355')"
"('<50', 'C3843766')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('Condition:Find:Pt:^Patient:Nom', 'C3864998')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Formation', 'C1522492')","('Cartilaginous exostosis', 'C0029423')"
"('Females', 'C0086287')","('gliosarcoma', 'C0206726')"
"('Academic degree', 'C0542560')","('Blepharal carcinoma', 'C0920196')"
"('Cancer Genus', 'C0998265')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Name', 'C0027365')","('Papillary cystic tumor', 'C0334357')"
"('Carcinoma', 'C0007097')","('Adult Alveolar Soft Part Sarcoma', 'C0279544')"
"('Gene Mutant', 'C0678941')","('benign mature teratoma of pancreas', 'C2063869')"
"('Presentation', 'C0449450')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Term (lexical)', 'C1705313')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Metastatic Neoplasm', 'C2939420')","('Angiosarcoma of liver', 'C0345907')"
"('research subject screening', 'C1698960')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('Golden retriever', 'C0324430')","('Angiosarcoma of liver', 'C0345907')"
"('UV Radiation', 'C4319812')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('Spreading (qualifier value)', 'C0332261')","('Localized Askin Tumor', 'C1321778')"
"('Internal', 'C0205102')","('Blepharal carcinoma', 'C0920196')"
"('Qualitative form', 'C0348078')","('Hemangioma, Cavernous, Central Nervous System', 'C0752160')"
"('Primary', 'C0205225')","('Malignant neoplasm of thalamus', 'C0346902')"
"('Mammal liver preparation', 'C3486713')","('Angiosarcoma of liver', 'C0345907')"
"('Wild', 'C0445392')","('Extracranial Neuroblastoma', 'C1333499')"
"('Two', 'C0205448')","('Papillary cystic tumor', 'C0334357')"
"('Togo', 'C0040363')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Adult Lymphoma', 'C1332206')","('Childhood Lymphoma', 'C1332979')"
"('1000000', 'C1881839')","('Localized Askin Tumor', 'C1321778')"
"('Aspects of disease screening', 'C0220909')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('cancer genetics', 'C0694768')","('Advanced Uterine Corpus Carcinosarcoma', 'C4764211')"
"('Lymphocyte', 'C0024264')","('Papillary cystic tumor', 'C0334357')"
"('Age', 'C0001779')","('Uterine Cancer', 'C0153567')"
"('Specimen Source Codes - tumor', 'C1578706')","('Rhabdomyosarcoma with ganglionic differentiation', 'C0431111')"
"('Nodular Lymphocyte Predominant Hodgkin Lymphoma', 'C1334968')","('Stage I Adult Non-Hodgkin Lymphoma', 'C0280114')"
"('Drop (unit of presentation)', 'C4318619')","('Epipodophyllotoxin-Related Myelodysplastic Syndrome', 'C1333418')"
"('And/Or', 'C1706528')","('Maxillary Sinus Adenocarcinoma', 'C1334642')"
"('Death Related to Adverse Event', 'C1705232')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('radiotherapeutic', 'C0034619')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Adult Classical Hodgkin Lymphoma', 'C2347747')","('Nodular Lymphocyte Predominant Hodgkin Lymphoma', 'C1332210')"
"('Therapeutic procedure', 'C0087111')","('Breast Ductal Adenoma', 'C1511307')"
"('Gland', 'C1285092')","('Adenocarcinoma of the prostate metastatic', 'C0862636')"
"('Mesothelial cell', 'C0225335')","('Atypical Mesothelial Hyperplasia', 'C1711322')"
"('Stage 3B', 'C0456599')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('More', 'C0205172')","('Neonatal leukemia', 'C0235813')"
"('Food allergenic extracts', 'C3540798')","('Spongiotic dermatitis', 'C0262984')"
"('White Blood Cell Count procedure', 'C0023508')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Rare', 'C0522498')","('Angiosarcoma of liver', 'C0345907')"
"('Limited stage (cancer stage)', 'C1517886')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('Most', 'C0205393')","('Stage I Gastric Neuroendocrine Tumor AJCC v8', 'C4525585')"
"('Primary malignant neoplasm', 'C1306459')","('Granular Cell Leiomyosarcoma', 'C1333871')"
"('Smoking', 'C0037369')","('Carcinoma of urinary bladder, superficial', 'C1336527')"
"('Decreasing', 'C0442797')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Chromosomal deoxyribonucleic acid', 'C2331150')","('Lymphomatous Adult T-Cell Leukemia/Lymphoma', 'C1334466')"
"('B-Lymphocytes', 'C0004561')","('Heavy Chain Deposition Disease', 'C1333947')"
"('Spreading (qualifier value)', 'C0332261')","('mucinous adenocarcinoma of gallbladder', 'C1333750')"
"('Administered Component Designation', 'C1510813')","('Recurrent Testicular Lymphoma', 'C4527330')"
"('Platelets, CTCAE', 'C1963076')","('Acute Undifferentiated Leukemia', 'C0280141')"
"('Negation', 'C1518422')","('BRCA2 Syndrome', 'C1332443')"
"('Adult Non-Hodgkin Lymphoma', 'C0220605')","('Methotrexate-Associated Hodgkin Lymphoma', 'C1334748')"
"('biopsy characteristics', 'C0220797')","('Colorectal High Grade B-Cell Lymphoma, Not Otherwise Specified', 'C3272825')"
"('Malignant Neoplasms', 'C0006826')","('Stage II Carcinoma of Penis', 'C0854966')"
"('Act Relationship Type - occurrence', 'C1554210')","('Serous cystadenocarcinoma ovary', 'C0279663')"
"('Administration procedure', 'C1533734')","('Carcinoma of urinary bladder, superficial', 'C1336527')"
"('risk factors', 'C0035648')","('Epipodophyllotoxin-Related Myelodysplastic Syndrome', 'C1333418')"
"('Brain', 'C0006104')","('Epipodophyllotoxin-Related Myelodysplastic Syndrome', 'C1333418')"
"('Occur (action)', 'C1709305')","('Stage II Carcinoma of Penis', 'C0854966')"
"('Human body', 'C0242821')","('Stage I Gastric Neuroendocrine Tumor AJCC v8', 'C4525585')"
"('Involvement with', 'C1314939')","('Choroid Necrotic Melanoma', 'C1333026')"
"('Human gene', 'C0314604')","('BRCA2 Syndrome', 'C1332443')"
"('Formation', 'C1522492')","('Cancer of Urinary Tract', 'C0751571')"
"('Problems - What subject filter', 'C1546466')","('Rhabdomyosarcoma with ganglionic differentiation', 'C0431111')"
"('Anatomy aspects', 'C1384516')","('Cancer of Urinary Tract', 'C0751571')"
"('Esophagus', 'C0014876')","('Metastatic Neoplasm to the Gallbladder', 'C0686112')"
"('Result', 'C1274040')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('Usual Severity Weight Loss', 'C4084775')","('Childhood Lymphoma', 'C1332979')"
"('Due to', 'C0678226')","('Heavy Chain Deposition Disease', 'C1333947')"
"('Formation', 'C1522492')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('Urine', 'C0042036')","('Regional Urothelial Carcinoma of the Renal Pelvis and Ureter', 'C0280281')"
"('Malignant neoplasm of urinary bladder', 'C0005684')","('Regional Urothelial Carcinoma of the Renal Pelvis and Ureter', 'C0280281')"
"('Bladder Continence Question', 'C4319531')","('Cancer of Urinary Tract', 'C0751571')"
"('Causing', 'C0678227')","('Malignant neoplasm of choroid', 'C0153630')"
"('per day', 'C0439505')","('Digestive System Hodgkin Lymphoma', 'C1333797')"
"('Immunoglobulin complex location, circulating', 'C3665580')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('Adult Nodular Lymphocyte Predominant Hodgkin Lymphoma', 'C1332210')","('Nodular Lymphocyte Predominant Hodgkin Lymphoma', 'C1332210')"
"('Estrogen (disposition)', 'C4542544')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Due to', 'C0678226')","('Familial Adenomatous Polyposis Associated Medulloblastoma', 'C1333598')"
"('Detected (finding)', 'C0442726')","('Unresectable Rhabdomyosarcoma', 'C4726599')"
"('peripheral blood', 'C0229664')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Experimental Organism Basal Cell Carcinoma', 'C3811653')","('Testicular cancer metastatic', 'C1096715')"
"('Occurrence', 'C2745955')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('newly', 'C0750546')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Treating', 'C1522326')","('Spermatocytic seminoma', 'C0334517')"
"('Cystadenocarcinoma, Serous', 'C0206701')","('Serous cystadenocarcinoma ovary', 'C0279663')"
"('Death Adverse Event Not Associated with More Specific CTCAE Term NOS', 'C4082313')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('common types', 'C3242448')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Endoscopy (procedure)', 'C0014245')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Surface', 'C0205148')","('Atypical Mesothelial Hyperplasia', 'C1711322')"
"('Important', 'C3898777')","('BRCA2 Syndrome', 'C1332443')"
"('therapeutic aspects', 'C0039798')","('Localized Askin Tumor', 'C1321778')"
"('Histology Procedure', 'C0344441')","('Adult Hepatocellular Carcinoma', 'C0279607')"
"('Income', 'C0021162')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Value Above Reference Range', 'C2700149')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Primary malignant neoplasm', 'C1306459')","('Epipodophyllotoxin-Related Myelodysplastic Syndrome', 'C1333418')"
"('risk factors - observation list', 'C1553898')","('Epipodophyllotoxin-Related Myelodysplastic Syndrome', 'C1333418')"
"('CDISC SEND Tumor Findings Results Terminology', 'C2981607')","('Childhood Central Nervous System Immature Teratoma', 'C1332954')"
"('Endometrial biopsy', 'C1510477')","('Uterine Cancer', 'C0153567')"
"('Intestines', 'C0021853')","('Colorectal Neuroendocrine Tumor G2', 'C3272614')"
"('Aspects of signs', 'C0220912')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Singular', 'C0205171')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('High Level', 'C4321237')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('Treatment Effectiveness', 'C0087113')","('Female Breast Carcinoma', 'C0007104')"
"('Array Feature', 'C1706388')","('Stage I Gastric Neuroendocrine Tumor AJCC v8', 'C4525585')"
"('Intestines, Small', 'C0021852')","('mucinous adenocarcinoma of gallbladder', 'C1333750')"
"('Sharing (Social Behavior)', 'C0237876')","('squamous cell carcinoma of the thyroid gland', 'C1710177')"
"('Lymphatic vessel', 'C0229889')","('Angiosarcoma of liver', 'C0345907')"
"('Possibly Related to Intervention', 'C1705910')","('Metastatic Carcinoma in the Lung', 'C0238254')"
"('Devices', 'C0699733')","('Malignant melanoma of eyelid', 'C0339116')"
"('Specimen Source Codes - tumor', 'C1578706')","('Noninfiltrating Intraductal Carcinoma', 'C0007124')"
"('Early disease stage', 'C4699609')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
"('Icterus', 'C0022346')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Form:Finding:Point in time:{Setting}:Document:{Role}', 'C4255237')","('Cancer of Urinary Tract', 'C0751571')"
"('Part of', 'C1292711')","('Cancer of Urinary Tract', 'C0751571')"
"('Pain, CTCAE', 'C4553004')","('Localized Askin Tumor', 'C1321778')"
"('Case (situation)', 'C0868928')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Junctional', 'C0205144')","('Refractory Barrett Esophagus', 'C4763736')"
"('Abdomen distended', 'C0000731')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Qualitative form', 'C0348078')","('Mucinous neoplasm', 'C1334811')"
"('Well', 'C3146287')","('Blepharal carcinoma', 'C0920196')"
"('Subtype (attribute)', 'C0449560')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Five-year Survival Rate', 'C2986537')","('FIGO Stage II Ovarian Cancer', 'C0278686')"
"('Occur (action)', 'C1709305')","('Uterine Cancer', 'C0153567')"
"('CDISC SEND Tumor Findings Results Terminology', 'C2981607')","('Anterior Urethral Malignant Neoplasm', 'C0279930')"
"('Obesity, CTCAE', 'C1963185')","('Cancer of Urinary Tract', 'C0751571')"
"('Birth defects diagnosis:Find:Pt:^Patient:Nar', 'C4019266')","('Childhood Central Nervous System Immature Teratoma', 'C1332954')"
"('Tobacco smoking behavior', 'C0453996')","('Pancreatic Intraepithelial Neoplasia-3', 'C2987145')"
"('Firstly', 'C1279901')","('Pilocytic astrocytoma of cerebellum', 'C0349620')"
"('Physical findings', 'C0311392')","('Breast Ductal Adenoma', 'C1511307')"
"('Breeding', 'C0006159')","('Angiosarcoma of liver', 'C0345907')"
"('Five', 'C0205451')","('Mucinous adenocarcinoma gastric', 'C1334809')"
"('Stomach Diseases', 'C0038354')","('Refractory Barrett Esophagus', 'C4763736')"
"('Back', 'C0004600')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Affecting', 'C0392760')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Singular', 'C0205171')","('Lymphomatous Adult T-Cell Leukemia/Lymphoma', 'C1334466')"
"('Pelvis+', 'C4266535')","('Uterine Cancer', 'C0153567')"
"('Overall Publication Type', 'C0282416')","('Clonal Hematopoiesis of Indeterminate Potential', 'C4761612')"
"('Polycythemia', 'C0032461')","('Metastatic Neoplasm to the Gallbladder', 'C0686112')"
"('Macrophage Activation Syndrome', 'C1096155')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
"('Statistical Significance', 'C0237881')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('Rare', 'C0522498')","('adenoid cystic carcinoma of lung', 'C1334439')"
"('Proximal', 'C0205107')","('Testicular cancer metastatic', 'C1096715')"
"('Early disease stage', 'C4699609')","('Pancreatic Intraepithelial Neoplasia-3', 'C2987145')"
"('Unmarried person', 'C0037179')","('Heavy Chain Deposition Disease', 'C1333947')"
"('Mathematical Operator', 'C1705273')","('mucinous adenocarcinoma of gallbladder', 'C1333750')"
"('survival aspects', 'C0220921')","('Malignant melanoma of eyelid', 'C0339116')"
"('Cancer Genus', 'C0998265')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Post Device', 'C1704687')","('Metastatic Carcinoma in the Lung', 'C0238254')"
"('Specimen Source Codes - tumor', 'C1578706')","('Localized Askin Tumor', 'C1321778')"
"('Decision', 'C0679006')","('Testicular cancer metastatic', 'C1096715')"
"('Covered (qualifier value)', 'C0439844')","('Blepharal carcinoma', 'C0920196')"
"('Togo', 'C0040363')","('Stage IB Pancreatic Cancer AJCC v8', 'C4521874')"
"('Apply', 'C4048755')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('protein expression', 'C1171362')","('Female Breast Carcinoma', 'C0007104')"
"('Personal appearance', 'C0233426')","('Stage I Gastric Neuroendocrine Tumor AJCC v8', 'C4525585')"
"('Wounds - qualifier', 'C0021501')","('Acantholytic squamous cell carcinoma', 'C0334250')"
"('Food Consumption', 'C2983605')","('Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation', 'C1336011')"
"('Determined by', 'C0521095')","('Intestinal Metaplasia of Bladder Urothelium', 'C1512907')"
"('Sexually Transmitted Diseases', 'C0036916')","('Human Papillomavirus-Related Carcinoma', 'C1334050')"
"('Platelets, CTCAE', 'C1963076')","('Neonatal leukemia', 'C0235813')"
"('Line Specimen', 'C1550648')","('Recurrent Ph-Like Acute Lymphoblastic Leukemia', 'C4525406')"
"('Determined by', 'C0521095')","('Carcinoma of urinary bladder, superficial', 'C1336527')"
"('Labrador retriever', 'C0324431')","('Angiosarcoma of liver', 'C0345907')"
"('year', 'C0439234')","('Localized Askin Tumor', 'C1321778')"
"('Symptoms', 'C1457887')","('Malignant neoplasm of thalamus', 'C0346902')"
"('Pharmacotherapy', 'C0013216')","('Undifferentiated Endocervical Sarcoma', 'C1519782')"
"('Membrane', 'C0596901')","('Neonatal leukemia', 'C0235813')"
"('Immunotherapy', 'C0021083')","('Precursor T-lymphoblastic lymphoma/leukemia stage III', 'C0854862')"
"('United Kingdom', 'C0041700')","('Diffuse malignant mesothelioma', 'C0392400')"
"('Fasting', 'C0015663')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Skin Specimen', 'C0444099')","('Pathologic Stage IA Cutaneous Melanoma AJCC v8', 'C4527178')"
"('Complete excision', 'C0015250')","('Endometrial Small Cell Carcinoma', 'C1516858')"
"('DNA', 'C0012854')","('Clonal Hematopoiesis of Indeterminate Potential', 'C4761612')"
"('Adult Non-Hodgkin Lymphoma', 'C0220605')","('Lymphomatous Adult T-Cell Leukemia/Lymphoma', 'C1334466')"
"('Old', 'C0580836')","('benign mature teratoma of pancreas', 'C2063869')"
"('year', 'C0439234')","('Extra-Adrenal Paraganglioma', 'C0030422')"
"('lymph nodes', 'C0024204')","('Regional Urothelial Carcinoma of the Renal Pelvis and Ureter', 'C0280281')"
"('Tumor stage', 'C1300072')","('Primary Cutaneous Plasmablastic Lymphoma', 'C1709659')"
"('Childbirth', 'C1148523')","('GIANT PIGMENTED HAIRY NEVUS', 'C1842036')"
