CUI1,CUI2
"('Healthy', 'C3898900')",Atypical Chondrocyte
"('Important', 'C3898777')",Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell
"('Thought', 'C4319827')",Neoplastic Neuroepithelial Cell
"('Lead', 'C0023175')",Neoplastic Ganglion Cell
"('Name', 'C0027365')",Malignant Epithelial Spindle Cell
"('Aim', 'C2948600')",Neoplastic Myeloid Blast
"('Adult human body', 'C4082212')",Malignant Epithelial Spindle Cell
"('Does play', 'C0600138')",Neoplastic Glial Cell
"('Complete Agreement', 'C4319731')",Neoplastic Lipoblast
"('viral nucleocapsid location', 'C1167518')",Abnormal Lymphocyte cell
"('Less Than', 'C0439092')",Melanoma Cell
"('Destruction (action)', 'C1948029')",Neoplastic Endothelial Cell
"('Body tissue', 'C0040300')",Neoplastic Stellate Cell
"('Amount type - Percentage', 'C1549488')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('65', 'C0450385')",Malignant Mesothelial Cell
"('Neoplastic', 'C1709160')",Neoplastic Sertoli Cell
"('Important', 'C3898777')",Plasmablastic Immunoblast
"('majority', 'C0680220')",Malignant Neuroectodermal Cell
"('Macrophage count', 'C1294065')",Malignant Endothelial Cell
"('Precision - characteristic', 'C1706245')",Adenocarcinoma Cell
"('Skeletal bone', 'C0262950')",Malignant Rhabdomyoblast
"('Referral placed', 'C1691010')",Neoplastic Keratinocyte
"('Smallest', 'C2700395')",Malignant Small Hyperchromatic Cell
"('Traumatic injury', 'C3263723')",Giant Cells
"('Tissue Factor Pathway Inhibitor, human', 'C4281721')",Neoplastic Columnar Epithelial Cell
"('Entity Determiner - specific', 'C1552740')",Malignant Osteoblast
"('Shell - Animal skin appendage', 'C0222041')",Neoplastic Ganglion Cell
"('Salamanders', 'C0086949')",Malignant Rhabdomyoblast
"('Monocytes', 'C0026473')",Neoplastic Osteoblast
"('Cessation of life', 'C0011065')",Neoplastic Astrocyte
"('Wound Healing', 'C0043240')",Neoplastic Connective and Soft Tissue Cell
"('shared attribute', 'C1522138')",Neoplastic Lipocyte
"('Clear', 'C2963144')",Spindle B Melanoma Cell
"('Organ', 'C0178784')",Malignant Hyperchromatic Small Epithelial Cell
"('Internal', 'C0205102')",Malignant Large Germ Cell with Abundant Cytoplasm
"('lymph nodes', 'C0024204')",Nevus cell
"('Tumor Mass', 'C3273930')",Immature Malignant Mast Cell
"('Provide (product)', 'C0359589')",Neoplastic Glial Cell
"('Primary malignant neoplasm of kidney', 'C1306058')",Malignant Transitional Cell
"('Maintenance', 'C0024501')",Neoplastic Small Neuroepithelial Cell
"('NIN gene', 'C1423043')",Atypical Chondrocyte
"('Contain (action)', 'C2700400')",Neoplastic Leydig Cell
"('photoreactivating enzyme activity', 'C2257086')",Malignant Hyperchromatic Epithelial Cell
"('physiological aspects', 'C0031843')",Eccrine Adenocarcinoma Cell
"('Qualitative form', 'C0348078')",Mucin-Producing Malignant Epithelial Cell
"('Tryptophanase', 'C0041260')",Neoplastic Multinucleated Giant Cell
"('analysis aspect', 'C1524024')",Neoplastic Lipocyte
"('Channel', 'C0439799')",Neoplastic Endothelial Cell
"('NFIC wt Allele', 'C1705036')",Neoplastic Schwann Cell
"('Harbor', 'C0475311')",Neoplastic Stellate Cell
"('Neuroprotection', 'C0598958')",Neoplastic Neuroepithelial Cell
"('control substance', 'C1550141')",Serous Adenocarcinoma Cell
"('Count of entities', 'C0449788')",Keratinizing Malignant Squamous Cell
"('Often - answer to question', 'C4050225')",Neoplastic Skeletal Muscle Cell
"('Including (qualifier)', 'C0332257')",Malignant Epithelial Small Cell
"('Classification', 'C0008902')",Neoplastic Squamous Cell
"('Primary', 'C0205225')",Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell
"('Usual', 'C3538928')",Neoplastic Muscle Cell
"('Appearance', 'C0700364')",Malignant Cutaneous Basal Cell
"('International Classification of Diseases for Oncology, Second Edition', 'C2828257')",Neoplastic Neuroendocrine Polygonal Cell
"('Derived value', 'C3245521')",Malignant Germ Cell
"('Central neuron', 'C0682701')",Neoplastic Glial Cell
"('Mesenchymal Stromal Cells', 'C3178844')",Primitive Mesenchymal Cell
"('More', 'C0205172')",Malignant Lipocyte
"('Organ', 'C0178784')",Malignant Lipocyte
"('Neuroglia', 'C0027836')",Neoplastic Astrocyte
"('Peripheral Nervous System', 'C0206417')",Spider Cell
"('Widening', 'C0332464')",Neoplastic Centroblast
"('Unit device', 'C1509845')",Malignant Round Germ Cell with Glycogen-Rich Cytoplasm and Round Nucleus
"('Methods aspects', 'C0025664')",Mucin-Producing Malignant Epithelial Cell
"('Call (Instruction)', 'C1947967')",Neoplastic Sertoli Cell
"('Epstein-Barr Virus', 'C0014644')",Plasmablastic Immunoblast
"('State Medicine', 'C0038195')",Hairy cell
"('Known', 'C0205309')",Primitive Mesenchymal Cell
"('Promyelocyte count procedure', 'C0455279')",Hypergranular Promyelocyte
"('Pain, CTCAE', 'C4553004')",Neoplastic Perineurial-Like Cell
"('Basis - conceptual entity', 'C1527178')",Neoplastic Stromal Cell
"('Immunodeficiency:Type:Pt:^Patient:Nom', 'C4284394')",Plasmablastic Immunoblast
"('1+ Score, WHO', 'C2981698')",Neoplastic Ependymal Cell
"('Shortness of breath:-:Point in time:^Patient:-', 'C2707305')",Neoplastic Myeloid Blast
"('excessive growth', 'C1398999')",Neoplastic Epithelial Clear Cell
"('Cells', 'C0007634')",Malignant Round Germ Cell with Glycogen-Rich Cytoplasm and Round Nucleus
"('cell type', 'C0449475')",Neoplastic Centroblast
"('various antiinfectives and antiseptics for local oral treatment', 'C3540008')",Centrocyte-Like Cell
"('Disorder of cellular component of blood', 'C1533163')",Abnormal Hematopoietic and Lymphoid Cell
"('peripheral blood', 'C0229664')",Abnormal Hematopoietic and Lymphoid Cell
"('Negation', 'C1518422')",Neoplastic Myeloid Cell
"('Only - dosing instruction fragment', 'C1720467')",Neoplastic Stellate Cell
"('Adult Non-Hodgkin Lymphoma', 'C0220605')",Centrocyte-Like Cell
"('Persons', 'C0027361')",Melanoma Cell
"('Gland', 'C1285092')",Malignant Hyperchromatic Small Epithelial Cell
"('Base - General Qualifier', 'C1705938')",Neoplastic T-Lymphocyte
"('Daily Living', 'C4552744')",Neoplastic Fibroblast
"('Histiocytosis', 'C0019618')",Neoplastic Histiocytic and Dendritic Cell
"('Therapeutic procedure', 'C0087111')",Neoplastic Endothelial Cell
"('Call (Instruction)', 'C1947967')",Malignant Thyroid Gland Follicular Cell
"('Body tissue', 'C0040300')",Neoplastic Chromaffin Cell
"('Groups', 'C0441833')",Neoplastic Muscle Cell
"('Make - Instruction Imperative', 'C1881534')",Serous Adenocarcinoma Cell
"('Males', 'C0086582')",Epithelioid Endothelial Cell
"('Point', 'C3714763')",Malignant Hyperchromatic Small Epithelial Cell
"('Physiological Processes', 'C0031845')",Neoplastic Neuroepithelial Cell
"('Immune System Finding', 'C1291764')",Neoplastic Monoblast
"('Curettage procedure', 'C0010468')",Malignant Cutaneous Basal Cell
"('Patients', 'C0030705')",Malignant Epithelioid Cell
"('Immunodeficiency:Type:Pt:^Patient:Nom', 'C4284394')",Neoplastic Granulocyte
"('Structure of isthmus of thyroid gland', 'C0229583')",Malignant Thyroid Gland Follicular Cell
"('Study', 'C2603343')",Neoplastic Glial Cell
"('Form:Finding:Point in time:{Setting}:Document:{Role}', 'C4255237')",Malignant Squamous Cell
"('Virus', 'C0042776')",Malignant Endothelial Cell
"('Malt Flavor', 'C2985262')",Centrocyte-Like Cell
"('Macrophage Activation Syndrome', 'C1096155')",Neoplastic Cell
"('Foreign Bodies', 'C0016542')",Giant Cells
"('ovarian neoplasm', 'C0919267')",Neoplastic Sex Cord-Stromal Cell
"('Drops - Drug Form', 'C0991568')",Epithelioid Endothelial Cell
"('Near', 'C1706276')",Melanoma Cell
"('Americas Ethnicity', 'C0596070')",Abnormal Hematopoietic and Lymphoid Cell
"('Corticotropin', 'C0001655')",Neoplastic Melanocyte
"('Percent of Abnormal Cells', 'C2347472')",Hairy cell
"('Unknown GENC', 'C4050014')",Neoplastic Transitional Cell
"('hand - unit of measure', 'C1552914')",Epithelioid Endothelial Cell
"('Pleurodesis', 'C0189557')",Malignant Mesothelial Cell
"('Matrix substance', 'C1706515')",Malignant Osteoblast
"('Due to', 'C0678226')",Malignant Mesothelial Cell
"('size', 'C0456389')",Malignant Spindle-Shaped Smooth Muscle Cell
"('Academic degree', 'C0542560')",Malignant Cuboidal Mucous Cell
"('Cells', 'C0007634')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Lymphoid Cell Count', 'C4521224')",Malignant Cell with Eosinophilic Cytoplasm
"('Benign neurologic neoplasms', 'C0497550')",Neoplastic Squamous Cell
"('Ability', 'C0085732')",Giant Cells
"('Physical Medical Procedure', 'C3274430')",Malignant Mesothelial Cell
"('Genitalia', 'C0017420')",Malignant Spindle-Shaped Smooth Muscle Cell
"('Electrical (qualifier value)', 'C0442828')",Neoplastic Glial Cell
"('Body structure', 'C1268086')",Malignant Spindle Squamous Cell
"('Benign neoplasm of sweat gland', 'C0684354')",Neoplastic Eccrine Cell
"('Lymphocyte component of blood', 'C4018897')",Reactive Lymphocyte
"('Mass of body region', 'C0577573')",Neoplastic Epithelial Cell
"('Irregular', 'C0205271')",Melanoma Cell
"('Before', 'C0332152')",Malignant Hyperchromatic Epithelial Cell
"('Call (Instruction)', 'C1947967')",Malignant Hyperchromatic Epithelial Cell
"('Concept model range (foundation metadata concept)', 'C3542016')",Neoplastic Perineurial-Like Cell
"('Biopsy', 'C0005558')",Melanoma Cell
"('Promyelocytes', 'C0033416')",Hypergranular Promyelocyte
"('Social Role', 'C0035820')",Neoplastic Neuroepithelial Cell
"('Term (temporal)', 'C1515273')",Adenocarcinoma Cell
"('Search - action', 'C1706202')",Neoplastic Neuroepithelial Cell
"('Probably', 'C0750492')",Neoplastic Osteoblast
"('90%', 'C3842582')",Neoplastic Perineurial-Like Cell
"('Chief Cells, Gastric', 'C0524987')",Neoplastic Mature Adipocyte
"('Age at diagnosis', 'C1828181')",Neoplastic Lymphocyte
"('french race', 'C1556084')",Neoplastic T-Lymphocyte
"('Remetinostat', 'C3273461')",Malignant Goblet-Like Mucous Cell
"('2+ Score', 'C2827735')",Neoplastic Medium-Sized B-Lymphocyte with Basophilic Cytoplasm
"('1+ Score, WHO', 'C2981698')",Epithelioid Endothelial Cell
"('Include (action)', 'C2700399')",Neoplastic Melanocyte
"('Normal tissue morphology', 'C0332441')",Neoplastic Epithelial Cell
"('Change -- procedure', 'C4319952')",Malignant Spindle-Shaped Smooth Muscle Cell
"('Giant Cell Tumors', 'C0017525')",Neoplastic Osteoblast
"('Give - dosing instruction imperative', 'C1947971')",Malignant Skeletal Muscle Cell
"('Blood Cells', 'C0005773')",Neoplastic Hematopoietic and Lymphoid Cell
"('Epithelium', 'C0014609')",Malignant Myoepithelial Cell
"('Infrequent', 'C0521114')",Epithelioid Endothelial Cell
"('Advance -- medical device', 'C0725066')",Neoplastic Ganglion Cell
"('Specimen Type - Macrophages', 'C1550652')",Neoplastic Myeloid Cell
"('Revealed', 'C0443289')",Neoplastic Spindle-Shaped Myofibroblast
"('Occurrence', 'C2745955')",Atypical Chondrocyte
"('Togo', 'C0040363')",Neoplastic Smooth Muscle Cell
"('Cells', 'C0007634')",Spindle B Melanoma Cell
"('Lymphoid Tissue', 'C0024296')",Neoplastic Centroblast
"('Discover', 'C1880355')",Neoplastic Oligodendrocyte
"('Dermis', 'C0011646')",Spindle A Melanoma Cell
"('Tumor tissue sample', 'C0475358')",Neoplastic Lipocyte
"('Spreading (qualifier value)', 'C0332261')",Melanoma Cell
"('Forearm', 'C0016536')",Epithelioid Endothelial Cell
"('Case (situation)', 'C0868928')",Malignant Mesothelial Cell
"('Immune System Finding', 'C1291764')",Malignant Cell with Eosinophilic Cytoplasm
"('Physical assessment findings', 'C1509143')",Neoplastic Hematopoietic and Lymphoid Cell
"('Representation (action)', 'C1882932')",Neoplastic Medium-Sized B-Lymphocyte with Basophilic Cytoplasm
"('Referring', 'C0205543')",Malignant Epithelial Cell
"('Malignant - descriptor', 'C0205282')",Malignant Epithelioid Cell
"('PSA Level Less than Five', 'C4084795')",Malignant Small Cell
"('International Classification of Diseases for Oncology, Third Edition', 'C2828152')",Neoplastic Neuroendocrine Polygonal Cell
"('Female, Self-Report', 'C1705497')",Epithelioid Endothelial Cell
"('National origin', 'C0079946')",Neoplastic Stromal Cell
"('Study', 'C2603343')",Neoplastic Fibroblast
"('Cell Differentiation process', 'C0007589')",Leukemic Cell
"('Glia <plant>', 'C1087003')",Spider Cell
"('Cells', 'C0007634')",Neoplastic Astrocyte
"('Pancreatic Cancer Pathway', 'C2984259')",Serous Adenocarcinoma Cell
"('Red Blood Cell Count measurement', 'C0014772')",Neoplastic Monoblast
"('Population Group', 'C1257890')",Neoplastic Sertoli Cell
"('embryologic', 'C0013943')",Leukemic Cell
"('Dependent - ability', 'C0851827')",Malignant Hyperchromatic Small Epithelial Cell
"('anatomical layer', 'C0934502')",Neoplastic Smooth Muscle Cell
"('Red blood cells, blood product', 'C1277078')",Neoplastic Myeloid Blast
"('Diagnosis', 'C0011900')",Neoplastic Lymphocyte
"('Mass Effect', 'C4086564')",Malignant Lipocyte
"('Person Observer', 'C2347489')",Neoplastic Myeloid Blast
"('Indicator', 'C1522602')",Neoplastic Hematopoietic and Lymphoid Cell
"('size', 'C0456389')",Giant Cells
"('membrane layer', 'C0682533')",Malignant Myoepithelial Cell
"('Present', 'C0150312')",Malignant Endocrine Cell
"('Most', 'C0205393')",Neoplastic Centroblast
"('Known', 'C0205309')",Malignant Squamous Cell
"('Squamous cell carcinoma', 'C0007137')",Malignant Syncytiotrophoblastic Giant Cell
"('Cancer Genus', 'C0998265')",Secretory Adenocarcinoma Cell
"('Biomaterial Treatment', 'C1705169')",Epithelioid Endothelial Cell
"('Providing presence (regime/therapy)', 'C0392148')",Malignant Adrenal Cortical Cell
"('3+ Score', 'C2827736')",Neoplastic Ependymal Cell
"('second (number)', 'C0205436')",Neoplastic Centroblast
"('Consistency', 'C0332529')",Malignant Thyroid Gland Follicular Cell
"('Oligodendroglia', 'C0028944')",Neoplastic Astrocyte
"('Continuance of life', 'C0038952')",Malignant Small Cell
"('Forecast of outcome', 'C0033325')",Malignant Epithelial Spindle Cell
"('CEL gene', 'C1413336')",Leukemic Cell
"('Acinus organ component', 'C0935597')",Neoplastic Cuboidal Cell
"('Activity (animal life circumstance)', 'C3668946')",Neoplastic Melanocyte
"('Common Specifications in HL7 V3 Publishing', 'C3245511')",Malignant Stromal Cell
"('Auer Rod Measurement', 'C2698200')",Hypergranular Promyelocyte
"('Neoplasm Metastasis', 'C0027627')",Melanoma Cell
"('Remetinostat', 'C3273461')",Malignant Smooth Muscle Cell
"('Before values', 'C0740175')",Malignant Hyperchromatic Epithelial Cell
"('Greater', 'C1704243')",Malignant Cuboidal Mucous Cell
"('Cardiovascular system', 'C0007226')",Abnormal Hematopoietic and Lymphoid Cell
"('Memory Consolidation', 'C0679057')",Spider Cell
"('Tumor Angiogenesis', 'C1519670')",Neoplastic Fibroblast
"('Liquid substance', 'C0302908')",Neoplastic Ganglion Cell
"('Responsible to', 'C1273518')",Neoplastic Schwann Cell
"('Point Name', 'C2347617')",Malignant Hyperchromatic Small Epithelial Cell
"('Diabetes', 'C0011847')",Serous Adenocarcinoma Cell
"('Family', 'C0015576')",Neoplastic Eosinophilic Spindle Cell
"('Derivation', 'C1441547')",Neoplastic Retinal Ganglion Cell
"('Different', 'C1705242')",Centrocyte-Like Cell
"('Reported Term', 'C2826302')",Neoplastic Chromaffin Cell
"('Very rare', 'C1855575')",Neoplastic Medium-Sized B-Lymphocyte with Basophilic Cytoplasm
"('Patients', 'C0030705')",Neoplastic Granulocyte
"('Benign disorder', 'C4539838')",Neoplastic Centroblast
"('Microvolt', 'C1961129')",Malignant Cutaneous Basal Cell
"('Therapeutic procedure', 'C0087111')",Lobular Carcinoma Cell
"('International Unit', 'C0439453')",Malignant Round Germ Cell with Glycogen-Rich Cytoplasm and Round Nucleus
"('International Aspects', 'C0376327')",Neoplastic Monoblast
"('<50', 'C3843766')",Neoplastic Lymphocyte
"('Present', 'C0150312')",Neoplastic Promonocyte
"('Effect', 'C1280500')",Malignant Lipocyte
"('Dominant', 'C1527180')",Neoplastic Chromaffin Cell
"('Molecular Mass', 'C3152252')",Neoplastic Squamous Cell
"('High', 'C0205250')",Epithelioid Endothelial Cell
"('Thin (qualifier value)', 'C0205168')",Malignant Myoepithelial Cell
"('Cells', 'C0007634')",Malignant Squamous Cell
"('Daily Living', 'C4552744')",Neoplastic Oligodendrocyte
"('Intermediate', 'C0205103')",Leukemic Cell
"('Human body', 'C0242821')",Malignant Neuroendocrine Cell
"('Investigational', 'C1517586')",Neoplastic Myeloid Cell
"('Decision', 'C0679006')",Malignant Neuroendocrine Large Cell
"('Carcinoma, Transitional Cell', 'C0007138')",Malignant Transitional Cell
"('Greater than one', 'C4280965')",Neoplastic Astrocyte
"('Skin, Human', 'C4520765')",Centrocyte-Like Cell
"('Specimen Source Codes - Saliva', 'C1546769')",Adenocarcinoma Cell with Intracytoplasmic Mucin
"('Anatomical maturation', 'C1254042')",Malignant Osteoblast
"('Tissue Specimen Code', 'C1547928')",Neoplastic Smooth Muscle Cell
"('Ganglioglioma', 'C0206716')",Poorly Differentiated Neoplastic Astrocyte
"('Reported Term', 'C2826302')",Leukemic Cell
"('Include (action)', 'C2700399')",Neoplastic Lipoblast
"('Walls of a building', 'C0677535')",Malignant Spindle-Shaped Smooth Muscle Cell
"('Increased', 'C0205217')",Malignant Goblet-Like Mucous Cell
"('Participation Type - origin', 'C1550512')",Malignant Hyperchromatic Small Epithelial Cell
"('Thyroid carcinoma', 'C0549473')",Malignant Squamous Cell
"('2+', 'C3833492')",Neoplastic Oligodendrocyte
"('Benign melanocytic nevus', 'C1456781')",Melanoma Cell
"('Oligodendroglia', 'C0028944')",Neoplastic Small Neuroepithelial Cell
"('Back Pain, CTCAE 5.0', 'C4553945')",Serous Adenocarcinoma Cell
"('Adult human body', 'C4082212')",Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell
"('unknown vaccine or immune globulin', 'C3541433')",Neoplastic Germ Cell
"('Primary', 'C0205225')",Malignant Cell with Eosinophilic Cytoplasm
"('Rare', 'C0522498')",Neoplastic Neuroblast
"('Study Site', 'C2825164')",Neoplastic Skeletal Muscle Cell
"('10%', 'C3842590')",Neoplastic Myeloid Cell
"('Immunosenescence', 'C0596761')",Plasmablastic Immunoblast
"('Usual', 'C3538928')",Neoplastic Epithelial Cell
"('Carrying', 'C0206243')",Plasmablastic Immunoblast
"('Manufactured form', 'C0376315')",Malignant Connective and Soft Tissue Cell
"('Contrast Media', 'C0009924')",Epithelioid Osteoblast
"('National origin', 'C0079946')",Malignant Hyperchromatic Epithelial Cell
"('Dysplasia', 'C0334044')",Neoplastic Germ Cell
"('Effect, Appearance', 'C2348382')",Neoplastic Oligodendrocyte
"('Subject Risk', 'C4552904')",Melanoma Cell
"('treatment - ActInformationManagementReason', 'C3887704')",Malignant Cutaneous Basal Cell
"('Staging:Finding:Point in time:Cancer.To be specified in another part of the message:Narrative', 'C0804824')",Malignant Syncytiotrophoblastic Giant Cell
"('Recombinant Corticotropin', 'C1523997')",Neoplastic Melanocyte
"('Function (attribute)', 'C0542341')",Malignant Cell with Eosinophilic Cytoplasm
"('Definitely Related to Intervention', 'C1704787')",Neoplastic Centroblast
"('User Group', 'C1705429')",Neoplastic Plasma Cell
"('Biologic Preservation', 'C0033085')",Neoplastic Neuroepithelial Cell
"('User Group', 'C1705429')",Plasmablastic Immunoblast
"('Cell crystal', 'C0932034')",Atypical Chondrocyte
"('Probably', 'C0750492')",Spindle B Melanoma Cell
"('Primary', 'C0205225')",Eccrine Adenocarcinoma Cell
"('ancestors', 'C0870134')",Neoplastic Smooth Muscle Cell
"('Standard (document)', 'C2828392')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Platelets Product', 'C0443116')",Neoplastic Myeloid Blast
"('Rare', 'C0522498')",Neoplastic Osteoblast
"('Biopsy', 'C0005558')",Malignant Mesothelial Cell
"('What subject filter - Result', 'C1546471')",Malignant Cutaneous Basal Cell
"('Benign Neoplasm', 'C0086692')",Neoplastic Cell
"('include - SetOperator', 'C1552866')",Malignant Adrenal Cortical Cell
"('CDISC SEND Tumor Findings Results Terminology', 'C2981607')",Neoplastic Perineurial-Like Cell
"('Exposure to', 'C0332157')",Malignant Syncytiotrophoblastic Giant Cell
"('Labeled (qualifier)', 'C1708632')",Malignant Epithelioid Cell
"('Detected (finding)', 'C0442726')",Foam Cells
"('Sarcoma', 'C1261473')",Epithelioid Osteoblast
"('Wound Healing', 'C0043240')",Neoplastic Smooth Muscle Cell
"('cell type', 'C0449475')",Primitive Mesenchymal Cell
"('Thyroid Gland', 'C0040132')",Neoplastic Leydig Cell
"('Compress (Compression Algorithm)', 'C1550699')",Malignant Lipocyte
"('Cervix Uteri', 'C0007874')",Malignant Small Cell
"('abnormal growth by tissue', 'C0679338')",Neoplastic Germ Cell
"('Biological Markers', 'C0005516')",Neoplastic Skeletal Muscle Cell
"('Malignant neoplasm of stomach', 'C0024623')",Signet Ring Adenocarcinoma Cell
"('Forecast of outcome', 'C0033325')",Malignant Spindle Squamous Cell
"('Blast Cell', 'C0368761')",Neoplastic Promonocyte
"('Term Birth', 'C0233324')",Neoplastic Spindle-Shaped Myofibroblast
"('Skin', 'C1123023')",Malignant Cutaneous Basal Cell
"('Togo', 'C0040363')",Malignant Mesothelial Cell
"('Connective Tissue', 'C0009780')",Spider Cell
"('Transplantation surgery specialty', 'C1319410')",Neoplastic Granulocyte
"('Formation', 'C1522492')",Osteoclast-Like Giant Cell
"('Two', 'C0205448')",Malignant Thyroid Gland Follicular Cell
"('Macrophage Activation Syndrome', 'C1096155')",Neoplastic Muscle Cell
"('Used by', 'C1273517')",Malignant Mesothelial Cell
"('Chest wall pain', 'C0008035')",Malignant Mesothelial Cell
"('Age', 'C0001779')",Epithelioid Endothelial Cell
"('Genomic Orientation', 'C1704972')",Malignant Round Germ Cell with Glycogen-Rich Cytoplasm and Round Nucleus
"('Body structure', 'C1268086')",Neoplastic Columnar Epithelial Cell
"('Used by', 'C1273517')",Neoplastic Promonocyte
"('Following', 'C0332282')",Malignant Mesothelial Cell
"('Evidence', 'C3887511')",Neoplastic Ependymal Cell
"('Known', 'C0205309')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('CEL gene', 'C1413336')",Malignant Primitive Germ Cell
"('Malignant Neoplasms', 'C0006826')",Malignant Squamous Cell
"('Cell Count', 'C0007584')",Neoplastic Muscle Cell
"('Primary malignant neoplasm', 'C1306459')",Neoplastic Muscle Cell
"('Main', 'C1542147')",Neoplastic Oligodendrocyte
"('Thyroid carcinoma', 'C0549473')",Malignant Epithelial Spindle Cell
"('Painless', 'C0234226')",Spindle B Melanoma Cell
"('Changing', 'C0392747')",Malignant Smooth Muscle Cell
"('second (number)', 'C0205436')",Neoplastic Granulocyte
"('Uncontrolled', 'C0205318')",Neoplastic Epithelial Cell with Intracytoplasmic Mucin
"('Abnormal', 'C0205161')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Branch of', 'C1253959')",Neoplastic Parathyroid Gland Cell
"('Common (qualifier value)', 'C0205214')",Neoplastic Acinar Cell
"('FAT1 wt Allele', 'C1708004')",Epithelioid Osteoblast
"('Mucins', 'C0026682')",Mucin-Producing Malignant Epithelial Cell
"('Communicable Diseases', 'C0009450')",Giant Cells
"('Microglia', 'C0206116')",Neoplastic Astrocyte
"('Testis', 'C0039597')",Malignant Mesothelial Cell
"('Percent (qualifier value)', 'C0439165')",Malignant Osteoblast
"('Reactive Lymphocyte Count Measurement', 'C0200636')",Reactive Lymphocyte
"('Rating (action)', 'C0871208')",Malignant Syncytiotrophoblastic Giant Cell
"('Skin, Human', 'C4520765')",Neoplastic Spindle-Shaped Myofibroblast
"('Negation', 'C1518422')",Osteoclast-Like Giant Cell
"('Removing (action)', 'C1883720')",Neoplastic Oligodendrocyte
"('Including (qualifier)', 'C0332257')",Malignant Syncytiotrophoblastic Giant Cell
"('1+ Score', 'C2827734')",Neoplastic Oligodendrocyte
"('Component object', 'C0449432')",Malignant Epithelial Cell
"('MUC5AC gene', 'C1417497')",Malignant Goblet-Like Mucous Cell
"('Small cell carcinoma of lung', 'C0149925')",Malignant Epithelial Large Cell
"('Often - answer to question', 'C4050225')",Giant Cells
"('Characteristics', 'C1521970')",Malignant Small Hyperchromatic Cell
"('epithelial', 'C0221908')",Neoplastic Smooth Muscle Cell
"('Call (Instruction)', 'C1947967')",Malignant Neuroendocrine Large Cell
"('Challenge', 'C0805586')",Plasmablastic Immunoblast
"('Adenomatous Polyposis Coli', 'C0032580')",Malignant Hyperchromatic Small Epithelial Cell
"('Including (qualifier)', 'C0332257')",Neoplastic Granulocyte
"('Abnormal coordination', 'C0520966')",Neoplastic Epithelial Cell
"('Type - attribute', 'C0332307')",Malignant Neuroendocrine Small Cell
"('Daily Living', 'C4552744')",Malignant Endothelial Cell
"('Manifestation of', 'C1280464')",Neoplastic Small to Medium-Sized B-Lymphocyte Resembling a Centrocyte
"('Malignant Neoplasms', 'C0006826')",Neoplastic Stellate Cell
"('Usual', 'C3538928')",Osteoclast-Like Giant Cell
"('Mast Cell Count', 'C3811745')",Abnormal Hematopoietic and Lymphoid Cell
"('Human Cells, Tissues, and Cellular and Tissue-Based Products Processing', 'C4521541')",Neoplastic Promonocyte
"('CEL gene', 'C1413336')",Hairy cell
"('Give - dosing instruction imperative', 'C1947971')",Malignant Goblet-Like Mucous Cell
"('Formation', 'C1522492')",Spider Cell
"('Case (situation)', 'C0868928')",Neoplastic Granulocyte
"('Name', 'C0027365')",Malignant Squamous Cell
"('Sarcoma of soft tissue', 'C4551687')",Malignant Connective and Soft Tissue Cell
"('Hanging', 'C0544691')",Neoplastic Melanocyte
"('World Health Organization', 'C0043237')",Centrocyte-Like Cell
"('Granulocytes Product', 'C4521391')",Abnormal Hematopoietic and Lymphoid Cell
"('Formation', 'C1522492')",Malignant Goblet-Like Mucous Cell
"('Cells', 'C0007634')",Spider Cell
"('Important', 'C3898777')",Giant Cells
"('seconds', 'C0457385')",Malignant Transitional Cell
"('Axilla', 'C0004454')",Neoplastic Centroblast
"('Include (action)', 'C2700399')",Neoplastic Medium-Sized B-Lymphocyte with Basophilic Cytoplasm
"('Surface of neuron', 'C2336523')",Neoplastic Fibroblast-Like Cell
"('genetic aspects', 'C0017399')",Malignant Mesothelial Cell
"('Blood Cells', 'C0005773')",Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell
"('Informing patient', 'C0588446')",Neoplastic Neuroblast
"('White blood cell count laboratory result', 'C0427512')",Neoplastic T-Lymphocyte and Neoplastic Natural Killer Cell
"('Primary malignant neoplasm', 'C1306459')",Neoplastic Squamous Cell
"('Cell development', 'C0815089')",Spindle B Melanoma Cell
"('Manufactured form', 'C0376315')",Foam Cells
"('Type A', 'C4264487')",Neoplastic Plasma Cell
"('Endocrine system', 'C0014136')",Malignant Adrenal Cortical Cell
"('Central', 'C0205099')",Malignant Mesothelial Cell
"('Urinary tract', 'C0042027')",Malignant Spindle-Shaped Smooth Muscle Cell
"('Contain (action)', 'C2700400')",Malignant Myoepithelial Cell
"('International Aspects', 'C0376327')",Malignant Cell with Eosinophilic Cytoplasm
"('Clear', 'C2963144')",Osteoclast-Like Giant Cell
"('Pituitary Gland', 'C0032005')",Malignant Hyperchromatic Epithelial Cell
