CUI1,CUI2,Prediction
Malignant Childhood Neoplasm,Recurrent Testicular Lymphoma,1
Symptoms,FIGO Stage II Ovarian Cancer,1
Three,Advanced Uterine Corpus Carcinosarcoma,1
Rare,Urethral Carcinoma,1
Retinoic Acid Response Element,adenoid cystic carcinoma of lung,1
Characterization,Advanced Uterine Corpus Carcinosarcoma,1
Rare,Colorectal High Grade B-Cell Lymphoma,1
New,Recurrent Testicular Lymphoma,1
Lower - spatial qualifier,Mucinous adenocarcinoma gastric,1
Seed entity,Extracranial Neuroblastoma,1
Progress,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Injury due to exposure to external cause,Undifferentiated Endocervical Sarcoma,1
Gastroesophageal Reflux Disease,Refractory Barrett Esophagus,1
Use of,Recurrent Uveal Melanoma,1
Skin,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Major <insect>,Breast Ductal Adenoma,1
Feature,Giant cell angiofibroma,1
Cancer Genus,Maxillary Sinus Adenocarcinoma,1
cell type,Digestive System Hodgkin Lymphoma,1
Vomiting,Mucinous adenocarcinoma gastric,1
Increased risk for cancer,Atypical Lobular Breast Hyperplasia,1
Cell Count,Stage II Hepatocellular Carcinoma AJCC v6 and v7,1
Metabolic Inhibition,Unresectable Rhabdomyosarcoma,1
Percent Activity,Thymic Clear Cell Carcinoma,1
Lower (action),Diffuse malignant mesothelioma,1
Containing (qualifier),Colorectal High Grade B-Cell Lymphoma,1
Feature,Metastatic Ductal Breast Carcinoma,1
Overall Survival,Breast Ductal Adenoma,1
contents - HtmlLinkType,Refractory Barrett Esophagus,1
Compression,mucinous adenocarcinoma of gallbladder,1
Cell (compartment),Clonal Hematopoiesis of Indeterminate Potential,1
Involvement with,Acute Undifferentiated Leukemia,1
Slow progression,Recurrent Testicular Lymphoma,1
Cellular Debris,Digestive System Hodgkin Lymphoma,1
Malignancy,Neonatal leukemia,1
1+,gliosarcoma,1
Caucasoid Race,Extracranial Neuroblastoma,1
Requirement,Maxillary Sinus Adenocarcinoma,1
Partial,Bladder squamous cell carcinoma stage I,1
Skin,Deep Leiomyoma,1
Make - Instruction Imperative,Endometrial Small Cell Carcinoma,1
Fever,Acute Undifferentiated Leukemia,1
Molecular Mass,Recurrent Testicular Lymphoma,1
Etiology aspects,Human Papillomavirus-Related Carcinoma,1
Mean Percent of Normal,Unresectable Rhabdomyosarcoma,1
Status post,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Lymphoma,Primary Cutaneous Plasmablastic Lymphoma,1
Cell (compartment),Breast Ductal Adenoma,1
Usual Severity Sweats,Methotrexate-Associated Hodgkin Lymphoma,1
Carrying,Digestive System Hodgkin Lymphoma,1
Abnormal,Atypical Lobular Breast Hyperplasia,1
Carcinoma,Lung squamous cell carcinoma stage I,1
Present,Pilocytic astrocytoma of cerebellum,1
Replacement - supply,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Bothered by Night Sweats,Nodular Lymphocyte Predominant Hodgkin Lymphoma,1
Common (qualifier value),Human Papillomavirus-Related Carcinoma,1
Slightly Agree,Recurrent Uveal Melanoma,1
Common (qualifier value),Urethral Carcinoma,1
Diagnosis,Advanced Uterine Corpus Carcinosarcoma,1
Pregnancy,Cancer of Urinary Tract,1
IPSS Risk Category High,Tonsillar Carcinoma,1
Tryptophanase,Unfavorable Non-Hodgkin Lymphoma,1
Pediculus (eukaryote),adenoid cystic carcinoma of lung,1
Glioblastoma Multiforme Pathway,gliosarcoma,1
Poor - qualifier,Human Papillomavirus-Related Carcinoma,1
Mass,Stage IB Pancreatic Cancer AJCC v8,1
Cancer Other,Undifferentiated Endocervical Sarcoma,1
Reduced,Undifferentiated Endocervical Sarcoma,1
Malignant Neoplasms,Maxillary Sinus Adenocarcinoma,1
Including (qualifier),Mastocytosis,1
Present,Recurrent Testicular Lymphoma,1
Down Syndrome,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Collections (publication),Liver Cavernous Hemangioma,1
Lacking,Breast Ductal Adenoma,1
Large,Malignant melanoma of eyelid,1
Cells,Lymphomatous Adult T-Cell Leukemia/Lymphoma,1
Well Differentiated,Germinoma,1
mole changes,Malignant melanoma of eyelid,1
Current (present time),Intracortical osteosarcoma,1
Appearance Distress Question,Carcinoma ex pleomorphic adenoma of parotid gland,1
6/3,Clonal Hematopoiesis of Indeterminate Potential,1
Estimated,Benign Carotid Body Paraganglioma,1
week,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
common types,FIGO Stage II Ovarian Cancer,1
Bowen's Disease,Acantholytic squamous cell carcinoma,1
Basis - conceptual entity,Granular Cell Leiomyosarcoma,1
Approximate,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Carcinoma,Female Breast Carcinoma,1
Cancer Genus,Metastatic Neoplasm to the Gallbladder,1
seen,Carcinoma of urinary bladder,1
Including (qualifier),Acantholytic squamous cell carcinoma,1
Direct (qualifier),Digestive System Hodgkin Lymphoma,1
Usual,Acantholytic squamous cell carcinoma,1
Malignant neoplasm of thymus,Thymic Clear Cell Carcinoma,1
Term (lexical),Testicular cancer metastatic,1
Disease Screening,Mucinous adenocarcinoma gastric,1
Infrequent,Benign Carotid Body Paraganglioma,1
Beginning,Choroid Necrotic Melanoma,1
Vaginal Hemorrhage,Undifferentiated Endocervical Sarcoma,1
Aggressive course,Stage IB Pancreatic Cancer AJCC v8,1
Tryptophanase,Stage II Hepatocellular Carcinoma AJCC v6 and v7,1
Persons,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Neoplasm Metastasis,Angiosarcoma of liver,1
Value Above Reference Range,Diffuse malignant mesothelioma,1
Symptoms aspect,Malignant Testicular Sertoli Cell Tumor,1
Publications,Noninfiltrating Intraductal Carcinoma,1
Anatomic Structure,Benign Carotid Body Paraganglioma,1
Complete excision,Endometrial Small Cell Carcinoma,1
Metaplasia,Testicular cancer metastatic,1
<90,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Surrounding (qualifier value),Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Supernumerary,Digestive System Hodgkin Lymphoma,1
Benign disorder,Recurrent Testicular Lymphoma,1
Ancestry-Informative Marker,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
Transurethral Resection,Carcinoma of urinary bladder,1
Worsening pattern,Malignant neoplasm of thalamus,1
Lower (action),Acute Undifferentiated Leukemia,1
Weight Loss,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Symptoms,Malignant Neoplasm with Regional Lymph Node Involvement,1
Breaking down,Recurrent Uveal Melanoma,1
Pain,Localized Askin Tumor,1
65+,Recurrent Uveal Melanoma,1
Very Much,Leiomyoma of Gallbladder,1
Aspect - Kind of quantity,Breast Ductal Adenoma,1
potential,Carcinoma ex pleomorphic adenoma of parotid gland,1
Poor - grade value,Human Papillomavirus-Related Carcinoma,1
Usual Severity Weight Loss,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Notable,Acute Undifferentiated Leukemia,1
Including (qualifier),Intestinal Metaplasia of Bladder Urothelium,1
Mass of body structure,Anterior Urethral Malignant Neoplasm,1
Table Cell Horizontal Align - left,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Specific qualifier value,Metastatic Ductal Breast Carcinoma,1
CD5L wt Allele,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Complete Trisomy 21 Syndrome,Neonatal leukemia,1
Dysuria,Undifferentiated Endocervical Sarcoma,1
Malignant tumor of cervix,Endometrial Small Cell Carcinoma,1
Cancer Genus,Recurrent Uveal Melanoma,1
Grade,Female Breast Carcinoma,1
Benign,Anterior Urethral Malignant Neoplasm,1
Prior Chemotherapy,Acute Undifferentiated Leukemia,1
Molecular Mass,Stage IB Pancreatic Cancer AJCC v8,1
Fasting,Unfavorable Non-Hodgkin Lymphoma,1
inflammatory,Breast Ductal Adenoma,1
Age,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Ability,Undifferentiated Endocervical Sarcoma,1
Dryness (characteristic),Ichthyoses,1
Biospecimen,Endometrial Small Cell Carcinoma,1
Lifestyle changes,Refractory Barrett Esophagus,1
Rare,Benign Carotid Body Paraganglioma,1
Usual,Malignant Testicular Sertoli Cell Tumor,1
Late,Primary Cutaneous Plasmablastic Lymphoma,1
Tumor Mass,Breast Ductal Adenoma,1
How Often Weight Loss,Nodular Lymphocyte Predominant Hodgkin Lymphoma,1
X-Ray Computed Tomography,Diffuse malignant mesothelioma,1
Metastatic Neoplasm,adenoid cystic carcinoma of lung,1
10%,Refractory Barrett Esophagus,1
Term (lexical),Maxillary Sinus Adenocarcinoma,1
Tumor Mass,Colorectal High Grade B-Cell Lymphoma,1
Death (finding),Recurrent Uveal Melanoma,1
cell type,Tonsillar Carcinoma,1
Common Cold,Acute lymphadenitis,1
Minor (person),Intermediate Grade Salivary Gland Mucoepidermoid Carcinoma,1
Local disease,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Packaging Case,Acantholytic squamous cell carcinoma,1
Interstitial Fluid,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Disease,Unresectable Rhabdomyosarcoma,1
Thick,Recurrent Uveal Melanoma,1
Germ Cells,Adult Alveolar Soft Part Sarcoma,1
Active,Malignant melanoma of eyelid,1
Complication Aspects,Refractory Barrett Esophagus,1
Interferes with,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Block Unit of Distance,Unresectable Rhabdomyosarcoma,1
Medical Device Emits Smoke,Carcinoma of urinary bladder,1
Light Microscopy,Carcinoma ex pleomorphic adenoma of parotid gland,1
Fever symptoms (finding),Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
cell type,Recurrent Testicular Lymphoma,1
Array Feature,Giant cell angiofibroma,1
Pathological Dilatation,Endometrial Small Cell Carcinoma,1
Cells,Thymic Clear Cell Carcinoma,1
Infrequent,Diffuse malignant mesothelioma,1
Common Specifications in HL7 V3 Publishing,Carcinoma ex pleomorphic adenoma of parotid gland,1
Collection (action),Collecting Duct Carcinoma of the Kidney,1
Benign,Germinoma,1
Act Relationship Type - occurrence,Serous cystadenocarcinoma ovary,1
IPSS Risk Category High,FIGO Stage II Ovarian Cancer,1
Hemorrhage,Anterior Urethral Malignant Neoplasm,1
Papanicolaou Test,Endometrial Small Cell Carcinoma,1
Cessation of life,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
Symptoms,Mastocytosis,1
Subject Risk,Adult Hepatocellular Carcinoma,1
Metastasis,Malignant melanoma of eyelid,1
Sacrococcygeal,benign mature teratoma of pancreas,1
10%,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Specimen Source Codes - Lesion,Giant cell angiofibroma,1
Severe (severity modifier),mucinous adenocarcinoma of gallbladder,1
Primary malignant neoplasm,Childhood Lymphoma,1
Junonia,Extracranial Neuroblastoma,1
Cessation of life,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Disease,FIGO Stage II Ovarian Cancer,1
Detection,Heavy Chain Deposition Disease,1
Causing,Ichthyosis,1
Macrophage Activation Syndrome,Stage IB Pancreatic Cancer AJCC v8,1
Symptoms,Undifferentiated Endocervical Sarcoma,1
Lymphoplasmacytoid Cell,Heavy Chain Deposition Disease,1
Frequently,Thymic Clear Cell Carcinoma,1
Operative Surgical Procedures,Localized Askin Tumor,1
Spreading (qualifier value),Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Intercellular Junctions,Hemangioma,1
Metastasis,Testicular cancer metastatic,1
Malignant Neoplasms,Granular Cell Leiomyosarcoma,1
Malignant neoplasm of breast,Testicular cancer metastatic,1
Line Unit of Length,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
Cells,Breast Ductal Adenoma,1
Stage,Primary Cutaneous Plasmablastic Lymphoma,1
Beginning,Refractory Glioma,1
Infrequent,Serous cystadenocarcinoma ovary,1
Primary malignant neoplasm,Acantholytic squamous cell carcinoma,1
Disease,Choroid Necrotic Melanoma,1
pharmacotherapeutic,Bladder squamous cell carcinoma stage I,1
Ultraviolet Light Sterilization,Recurrent Uveal Melanoma,1
Neoplasm Metastasis,Extra-Adrenal Paraganglioma,1
Illness: Cannot describe symptoms,FIGO Stage II Ovarian Cancer,1
Neoplastic disease,Childhood Central Nervous System Immature Teratoma,1
Table Cell Horizontal Align - left,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
Growth,adenosquamous carcinoma of breast,1
History of present illness,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
ACACA wt Allele,adenoid cystic carcinoma of lung,1
Hollow shape,papillary carcinoma of penis,1
Abnormal number of nucleoli,Giant cell angiofibroma,1
Known,Atypical Lobular Breast Hyperplasia,1
Cold Temperature,Acantholytic squamous cell carcinoma,1
Macrophage Activation Syndrome,Anterior Urethral Malignant Neoplasm,1
Superkingdom (taxonomic category),Noninfiltrating Intraductal Carcinoma,1
Bloating,FIGO Stage II Ovarian Cancer,1
Molecular Mass,Pancreatic Intraepithelial Neoplasia-3,1
Arising in,Bladder squamous cell carcinoma stage I,1
High Level,Mucinous adenocarcinoma gastric,1
Free of (attribute),Female Breast Carcinoma,1
Collection (action),Hemangioma,1
Third revision,Leptomeningeal sarcoma,1
Histopathologic Grade,Female Breast Carcinoma,1
Development,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Platelets Product,Acute Undifferentiated Leukemia,1
Cancer Genus,Undifferentiated Endocervical Sarcoma,1
1+ Score,Ichthyosis,1
Means,Metastatic Ductal Breast Carcinoma,1
Malignant - descriptor,Breast Ductal Adenoma,1
Cells,Giant cell angiofibroma,1
Heightened,Blepharal carcinoma,1
Aggressive course,Breast Ductal Adenoma,1
Less Than,FIGO Stage II Ovarian Cancer,1
Meaning,Granular Cell Leiomyosarcoma,1
Characteristics,Stage III Gastric Neuroendocrine Tumor AJCC v8,1
Hyperestrogenism,Undifferentiated Endocervical Sarcoma,1
Excessive,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
Concern,Maxillary Sinus Adenocarcinoma,1
Carcinoma,Tonsillar Carcinoma,1
Chemotherapy,Undifferentiated Endocervical Sarcoma,1
Molecule,Unresectable Rhabdomyosarcoma,1
Current (present time),Leptomeningeal sarcoma,1
How Much Distress Itching,Mastocytosis,1
Poor function,Acantholytic squamous cell carcinoma,1
1+ Score,Metastatic Neoplasm to the Gallbladder,1
Cell (compartment),Stage II Hepatocellular Carcinoma AJCC v6 and v7,1
40%,Human Papillomavirus-Related Carcinoma,1
Stem cell transplant,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Complication,Refractory Barrett Esophagus,1
Cure (remedy),Recurrent Uveal Melanoma,1
Pleural Effusion,Localized Askin Tumor,1
Negative Surgical Margin,Heavy Chain Deposition Disease,1
Affecting,Malignant Testicular Sertoli Cell Tumor,1
Science of Etiology,mucinous adenocarcinoma of gallbladder,1
Neutral Charge,Clonal Hematopoiesis of Indeterminate Potential,1
Lesion,Hemangioma,1
Cure (remedy),Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
pharmacotherapeutic,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Beginning,Adult Alveolar Soft Part Sarcoma,1
Malignant Neoplasms,Methotrexate-Associated Hodgkin Lymphoma,1
Primary malignant neoplasm,Intermediate Grade Salivary Gland Mucoepidermoid Carcinoma,1
Visual Impairment,Choroid Necrotic Melanoma,1
Poor function,Recurrent Uveal Melanoma,1
Heartburn,Refractory Barrett Esophagus,1
Five,Acute Undifferentiated Leukemia,1
Cyst,Benign Apocrine Neoplasm,1
Cultured Cell Line,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Old,FIGO Stage II Ovarian Cancer,1
Appearance Distress Question,Female Breast Carcinoma,1
Basis,Female Breast Carcinoma,1
Cessation of life,Malignant Testicular Sertoli Cell Tumor,1
How Much Distress Pain,Localized Askin Tumor,1
Elderly (population group),Undifferentiated Endocervical Sarcoma,1
Benign Vascular Neoplasm,Airway Hemangioma,1
Ancestry-Informative Marker,Acute Undifferentiated Leukemia,1
CD44 wt Allele,Granular Cell Leiomyosarcoma,1
Breaking down,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
common types,papillary carcinoma of penis,1
Immunotherapy,Malignant melanoma of eyelid,1
Dermoid Cyst,benign mature teratoma of pancreas,1
Involvement with,Uterine Cancer,1
Present,gliosarcoma,1
N+ (tumor staging),papillary carcinoma of penis,1
Percent of Abnormal Cells,Heavy Chain Deposition Disease,1
Fibrosis Assessment,mucinous adenocarcinoma of gallbladder,1
Specialized Stand Alone Plan - Vision,Airway Hemangioma,1
Affecting,Spermatocytic seminoma,1
Communication Contact,Human Papillomavirus-Related Carcinoma,1
Secretory Vesicles,Stage III Gastric Neuroendocrine Tumor AJCC v8,1
Amount type - Percentage,Recurrent Testicular Lymphoma,1
Treatment Epoch,Breast Ductal Adenoma,1
Known,Recurrent Uveal Melanoma,1
Target,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Fatigue,Methotrexate-Associated Hodgkin Lymphoma,1
Singular,Deep Leiomyoma,1
Appearance,Acantholytic squamous cell carcinoma,1
*Type - Kind of quantity,Metastatic Carcinoma in the Lung,1
radiotherapeutic,Bladder squamous cell carcinoma stage I,1
Disease Response,Breast Ductal Adenoma,1
One,Human Papillomavirus-Related Carcinoma,1
Biomaterial Treatment,Female Breast Carcinoma,1
Multiple malignancy,Intestinal Metaplasia of Bladder Urothelium,1
Most,Malignant Testicular Sertoli Cell Tumor,1
Chest Pain,Refractory Barrett Esophagus,1
Neoplastic disease,Anterior Urethral Malignant Neoplasm,1
Part of,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Affecting,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Part,Thymic Clear Cell Carcinoma,1
Including (qualifier),Benign Carotid Body Paraganglioma,1
Cancer Remission,Primary Cutaneous Plasmablastic Lymphoma,1
1+ Score,gliosarcoma,1
include - SetOperator,Choroid Necrotic Melanoma,1
Severe Extremity Pain,Heavy Chain Deposition Disease,1
low,mucinous adenocarcinoma of gallbladder,1
How Much Distress Weight Loss,Unfavorable Non-Hodgkin Lymphoma,1
Science of Etiology,Recurrent Testicular Lymphoma,1
Impaired skin integrity,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Treated with,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Following,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Approximate,Recurrent Uveal Melanoma,1
Age of Onset,Bladder squamous cell carcinoma stage I,1
Active License,Recurrent Uveal Melanoma,1
Malignant neoplasm of endometrium,Endometrial Small Cell Carcinoma,1
Biomaterial Treatment,Uterine Cancer,1
Present,Clonal Hematopoiesis of Indeterminate Potential,1
Centroblast,Recurrent Testicular Lymphoma,1
Presence of cells,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Probable diagnosis,benign mature teratoma of pancreas,1
Premalignant,Acantholytic squamous cell carcinoma,1
survive,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Back Pain,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Histology,Adult Hepatocellular Carcinoma,1
Usual Severity Weight Loss,Unfavorable Non-Hodgkin Lymphoma,1
Involvement with,BRCA2 Syndrome,1
Biomaterial Treatment,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Decreasing,Mucinous adenocarcinoma gastric,1
Involvement with,Human Papillomavirus-Related Carcinoma,1
Liver carcinoma,Adult Hepatocellular Carcinoma,1
Blocking,Unresectable Rhabdomyosarcoma,1
Followed by,Acute Undifferentiated Leukemia,1
Skin Erosion,Malignant melanoma of eyelid,1
Cancer Genus,Acute Undifferentiated Leukemia,1
Digital Content Category,Localized Askin Tumor,1
Cancer Genus,Malignant Neoplasm with Regional Lymph Node Involvement,1
How Much Distress Weight Loss,Methotrexate-Associated Hodgkin Lymphoma,1
Complete excision,Undifferentiated Endocervical Sarcoma,1
Referring,Digestive System Hodgkin Lymphoma,1
Known,squamous cell carcinoma of the thyroid gland,1
Disease,Malignant Testicular Sertoli Cell Tumor,1
Treating,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Asymptomatic,Giant cell angiofibroma,1
Established,Anterior Urethral Malignant Neoplasm,1
Egg of order Phthiraptera,Leptomeningeal sarcoma,1
Obesity,Refractory Barrett Esophagus,1
Poor - grade value,Refractory Barrett Esophagus,1
Reduced,Diffuse malignant mesothelioma,1
Following,Acute Undifferentiated Leukemia,1
Known,Carcinoma ex pleomorphic adenoma of parotid gland,1
Diagnosis Study,Uterine Cancer,1
Abnormal host response,Acute Undifferentiated Leukemia,1
Thickened,Ichthyoses,1
Biomaterial Treatment,Malignant melanoma of eyelid,1
New,Uterine Cancer,1
Benign melanocytic nevus,Recurrent Uveal Melanoma,1
Palatine Tonsil,Digestive System Hodgkin Lymphoma,1
Primary,Grade 1 Clear Cell Renal Cell Carcinoma,1
risk factors,Malignant Testicular Sertoli Cell Tumor,1
Randomization,Breast Ductal Adenoma,1
Have Weight Loss,adenosquamous carcinoma of breast,1
Second edition,Noninfiltrating Intraductal Carcinoma,1
Associated with,Undifferentiated Endocervical Sarcoma,1
International Foot,Cartilaginous exostosis,1
Secretory Vesicles,Colorectal Neuroendocrine Tumor G2,1
Cancer Genus,Malignant melanoma of eyelid,1
Known,adenosquamous carcinoma of breast,1
Variety (taxon),Mastocytosis,1
Occur (action),Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Multiplication,Testicular cancer metastatic,1
Include (action),Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Areas <moth>,Localized Askin Tumor,1
Stage,Mucinous adenocarcinoma gastric,1
Symptoms aspect,Precursor T-lymphoblastic lymphoma/leukemia stage III,1
Immature Lymphocytes Measurement,Acute Undifferentiated Leukemia,1
Term (lexical),Acute lymphadenitis,1
Biological Response Modifiers,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
How Much Distress Weight Loss,Diffuse malignant mesothelioma,1
Known,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Inflammation,Acute lymphadenitis,1
Lesion,Giant cell angiofibroma,1
Hyperplasia,Atypical Lobular Breast Hyperplasia,1
Part of,Grade 1 Clear Cell Renal Cell Carcinoma,1
Symptoms aspect,adenosquamous carcinoma of breast,1
Version (morphologic abnormality),Malignant Neoplasm of Lung - Multiple Primary Sites,1
Damage,Digestive System Hodgkin Lymphoma,1
Poor - qualifier,Refractory Barrett Esophagus,1
MOSTLY,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Appearance,Localized Askin Tumor,1
Referring,Methotrexate-Associated Hodgkin Lymphoma,1
Treatment Effectiveness,Breast Ductal Adenoma,1
Ultraviolet Light Sterilization,Angiosarcoma of liver,1
Primary,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Trial Subject Replacement,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
International Classification of Diseases,Noninfiltrating Intraductal Carcinoma,1
Bone Marrow Cells,Heavy Chain Deposition Disease,1
Secreted,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Cell Count,Atypical Mesothelial Hyperplasia,1
Lower - spatial qualifier,Acute Undifferentiated Leukemia,1
Operation excision,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Including (qualifier),Colorectal High Grade B-Cell Lymphoma,1
Cancer Genus,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Name Given at Birth,Adult Hepatocellular Carcinoma,1
Illness (finding),Maxillary Sinus Adenocarcinoma,1
Cancer Genus,Angiosarcoma of liver,1
obsolete,Recurrent Testicular Lymphoma,1
Fatty Liver Disease,Adult Hepatocellular Carcinoma,1
Old,Cancer of Urinary Tract,1
Blood Vessel,Anterior Urethral Malignant Neoplasm,1
Pediculus (eukaryote),Extracranial Neuroblastoma,1
Well Differentiated,adenoid cystic carcinoma of lung,1
*Type - Kind of quantity,Recurrent Testicular Lymphoma,1
Aspartic Acid Measurement,Adult Alveolar Soft Part Sarcoma,1
History of previous events,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Adult Lymphoma,Primary Cutaneous Plasmablastic Lymphoma,1
Retinoic Acid Response Element,Stage IB Pancreatic Cancer AJCC v8,1
Color change,Recurrent Uveal Melanoma,1
Lymphoid Tissue,Digestive System Hodgkin Lymphoma,1
Estimated,Extra-Adrenal Paraganglioma,1
Blood,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Pharmacokinetics: Excretion,Collecting Duct Carcinoma of the Kidney,1
Normal hemostatic function,Neonatal leukemia,1
Three,Giant cell angiofibroma,1
Abnormal Cell Count,FIGO Stage II Ovarian Cancer,1
Tryptophanase,Adult Alveolar Soft Part Sarcoma,1
Lymphoma,Recurrent Testicular Lymphoma,1
Primary operation,Grade 1 Clear Cell Renal Cell Carcinoma,1
Affecting,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Biomaterial Treatment,Spermatocytic seminoma,1
described,Digestive System Hodgkin Lymphoma,1
Developing Countries,Adult Hepatocellular Carcinoma,1
Childhood Lymphoma,Primary Cutaneous Plasmablastic Lymphoma,1
Formation,Familial Adenomatous Polyposis Associated Medulloblastoma,1
Secretory Vesicles,Stage I Gastric Neuroendocrine Tumor AJCC v8,1
Shortened,Extracranial Neuroblastoma,1
Medical History,Pathologic Stage IA Cutaneous Melanoma AJCC v8,1
Easy bleeding,Recurrent Ph-Like Acute Lymphoblastic Leukemia,1
Count of entities,Pancreatic Intraepithelial Neoplasia-3,1
Greater Than,Undifferentiated Endocervical Sarcoma,1
Pathogenic,Testicular cancer metastatic,1
Infective cystitis,Bladder squamous cell carcinoma stage I,1
Act Relationship Subset - previous,Malignant Testicular Sertoli Cell Tumor,1
Chest Wall Pain,Diffuse malignant mesothelioma,1
Several,Epipodophyllotoxin-Related Myelodysplastic Syndrome,1
Cell Invasion,Testicular cancer metastatic,1
Present,Cartilaginous exostosis,1
Usual Severity Pain,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Tumor stage,Spermatocytic seminoma,1
Greater Than,Mucinous adenocarcinoma gastric,1
Present,de novo Myelodysplastic Syndrome,1
Biomaterial Treatment,Ichthyosis,1
Historical aspects qualifier,Recurrent Uveal Melanoma,1
Hypertensive disease,Regional Urothelial Carcinoma of the Renal Pelvis and Ureter,1
Symptoms,Hodgkin lymphoma,1
Free of (attribute),Breast Ductal Adenoma,1
therapeutic aspects,Human Papillomavirus-Related Carcinoma,1
Malignant Neoplasms,FIGO Stage II Ovarian Cancer,1
Overall Survival,Female Breast Carcinoma,1
2+ Score,Localized Askin Tumor,1
Tryptophanase,Atypical Lobular Breast Hyperplasia,1
Chemotherapy,Recurrent Uveal Melanoma,1
Early stage,Endometrial Small Cell Carcinoma,1
Human papillomavirus 16,Tonsillar Carcinoma,1
health and disease,Leptomeningeal sarcoma,1
Plasma Cells,Small Lymphocytic Lymphoma with Immunoglobulin Heavy Chain Variable-Region Gene Somatic Hypermutation,1
Head - Component of Device,Adult Alveolar Soft Part Sarcoma,1
Entity Determiner - specific,Recurrent Testicular Lymphoma,1
Primary operation,Granular Cell Leiomyosarcoma,1
Proliferation (morphologic abnormality),Carcinoma ex pleomorphic adenoma of parotid gland,1
Architecture,Carcinoma ex pleomorphic adenoma of parotid gland,1
newly,Malignant melanoma of eyelid,1
Appearance,Carcinoma ex pleomorphic adenoma of parotid gland,1
Effectiveness,Breast Ductal Adenoma,1
Bacteria present,Digestive System Hodgkin Lymphoma,1
